id,Τίτλος,Περιοδικό,DOI,Αναφορές
pub.1137616968,"Chapter 10 Exploring the relationship between the smart-sustainable city, well-being, and urban planning: An analysis of current approaches in Europe",Smart Cities and the un SDGs,10.1016/b978-0-323-85151-0.00010-5,0
pub.1137500732,Psychological burden of covid-19 health crisis on health professionals and interventions to minimize the effect: what has history already taught us?,Rivista di psichiatria,10.1708/3594.35763,0
pub.1133074459,Improving pregnancy and birth experiences of migrant mothers: A report from ORAMMA and continued local impact,European Journal of Midwifery,10.18332/ejm/130796,0
pub.1137387762,Cycling in the Era of COVID-19: Lessons Learnt and Best Practice Policy Recommendations for a More Bike-Centric Future,Sustainability,10.3390/su13094620,0
pub.1136316148,The hidden curve behind COVID-19 outbreak: the impact of delay in treatment initiation in cancer patients and how to mitigate the additional risk of dying—the head and neck cancer model,Cancer Causes & Control,10.1007/s10552-021-01411-7,0
pub.1134039567,Subspecialty training in Europe: a report by the European Network of Young Gynaecological Oncologists,International Journal of Gynecological Cancer,10.1136/ijgc-2020-002176,0
pub.1136545237,Current State of Self-Administered Brief Computerized Cognitive Assessments for Detection of Cognitive Disorders in Older Adults: A Systematic Review,The Journal of Prevention of Alzheimer's Disease,10.14283/jpad.2021.11,0
pub.1137682622,Dataset on the questionnaire-based survey of the Perceived risk of COVID-19 infection and Contact lens (CL) wearers,Data in Brief,10.1016/j.dib.2021.107101,0
pub.1137306453,Low-cost emissions cuts in container shipping: Thinking inside the box,Transportation Research Part D Transport and Environment,10.1016/j.trd.2021.102815,0
pub.1137962671,Early COVID-19 Quarantine: A Machine Learning Approach to Model What Differentiated the Top 25% Well-Being Scorers,Personality and Individual Differences,10.1016/j.paid.2021.110980,0
pub.1136626544,Stroke Care during the COVID-19 Pandemic: International Expert Panel Review,Cerebrovascular Diseases,10.1159/000514155,0
pub.1129456731,Public’s perceived importance of non-pharmacological interventions for COVID-19 control in Greece: preliminary evidence from a cross-sectional study,medRxiv,10.1101/2020.07.15.20153098,0
pub.1138324128,Has COVID-19 had a greater impact on female than male oncologists? Results of the ESMO Women for Oncology (W4O) Survey,ESMO Open,10.1016/j.esmoop.2021.100131,0
pub.1129990951,"Perspectives, Fears and Expectations of Patients with Gynaecological Cancers During the COVID-19 Pandemic: A Pan-European Study of the European Network of Gynaecological Cancer Advocacy Groups (ENGAGe)",SSRN Electronic Journal,10.2139/ssrn.3624259,0
pub.1133419741,What the COVID-19 Pandemic Showed Us: Limited Time Resources as an Important Factor of Diabetes Management,null,10.1159/000512845,0
pub.1134670260,Application of chloroquine as an endosomal escape enhancing agent: new frontiers for an old drug,Expert Opinion on Drug Delivery,10.1080/17425247.2021.1873272,0
pub.1136000691,Pharyngeal sampling for PCR-testing in the investigation of SARS-COV-2 vertical transmission in pregnancy,European Journal of Obstetrics & Gynecology and Reproductive Biology,10.1016/j.ejogrb.2021.02.026,0
pub.1136441256,Circular Economy in Conjunction with Treatment Methodologies in the Biomedical and Dental Waste Sectors,Circular Economy and Sustainability,10.1007/s43615-020-00001-0,0
pub.1138283272,Image Restoration Strategies for the (mis-) handling of COVID – 19 Pandemic in Greece,Proceedings of the International Crisis and Risk Communication Conference,10.30658/icrcc.2021.14,0
pub.1134350876,Calculating the duration of various physical phenomena using basic mathematical tools,Physics Education,10.1088/1361-6552/abc799,0
pub.1130766489,Robust SARS-COV-2 serological population screens via multi-antigen rules-based approach,medRxiv,10.1101/2020.09.09.20191122,0
pub.1137792039,Towards a Circular Economy in the Aviation Sector Using Eco-Composites for Interior and Secondary Structures. Results and Recommendations from the EU/China Project ECO-COMPASS,Aerospace,10.3390/aerospace8050131,0
pub.1127349381,A new era for nuclear medicine.,Hellenic journal of nuclear medicine,10.1967/s002449912013,0
pub.1137502045,Hospital workforce mental reaction to the pandemic in a low COVID-19 burden setting: a cross-sectional clinical study,European Archives of Psychiatry and Clinical Neuroscience,10.1007/s00406-021-01262-y,0
pub.1136810434,"Economic analysis of advanced biofuels, renewable gases, electrofuels and recycled carbon fuels for the Greek transport sector until 2050",Renewable and Sustainable Energy Reviews,10.1016/j.rser.2021.111038,0
pub.1133719484,Increased Interest for Mindfulness Online.,International Journal of Yoga,10.4103/ijoy.ijoy_15_20,0
pub.1134794465,"Barriers, facilitators, preferences and expectations of joint protection programmes for patients with hand arthritis: a cross-sectional survey",BMJ Open,10.1136/bmjopen-2020-041935,0
pub.1126759236,A Fractal kinetics SI model can explain the dynamics of COVID-19 epidemics,medRxiv,10.1101/2020.04.11.20061366,0
pub.1137076678,Musculoskeletal Manifestations in Sjogren’s Syndrome: An Orthopedic Point of View,Journal of Clinical Medicine,10.3390/jcm10081574,0
pub.1134055678,SARSCoV-2 Psychosomatic Effects and Fear of Stigma on the Discharge Day of Infected Individuals: SAPFO Study.,Psychiatria Danubina,10.24869/psyd.2020.577,0
pub.1136901058,Non-Respiratory Symptoms of Patients Infected with SARS-CoV-2 (Coronavirus Disease 2019): Lessons from Their Initial Presentation at the Hospital,Medicina,10.3390/medicina57040344,0
pub.1136444262,Differentiation of COVID‐19 signs and symptoms from allergic rhinitis and common cold: An ARIA‐EAACI‐GA2LEN consensus,Allergy,10.1111/all.14815,0
pub.1137719501,"Performance analysis of a 1024-port Hipoλaos OPS in DCN, HPC, and 5G fronthauling Ethernet applications",Journal of Optical Communications and Networking,10.1364/jocn.420883,0
pub.1135636443,Measuring Psychosocial and Behavioural Factors Improves Attack Potential Estimates,2020 15th International Conference for Internet Technology and Secured Transactions (ICITST),10.23919/icitst51030.2020.9351343,0
pub.1136614222,Impact of COVID-19 confinement on eating behaviours across 16 European countries: The COVIDiet cross-national study,Food Quality and Preference,10.1016/j.foodqual.2021.104231,0
pub.1135842962,Effects of fungal beta-glucans on health – a systematic review of randomized controlled trials,Food & Function,10.1039/d1fo00122a,0
pub.1136075728,Financial Transactions Using FINTECH during the Covid-19 Crisis in Bulgaria,Risks,10.3390/risks9030048,0
pub.1138237434,The Emerging Role of Neutrophils in the Pathogenesis of Thrombosis in COVID-19,International Journal of Molecular Sciences,10.3390/ijms22105368,0
pub.1137848716,Mushroom Nutrition as Preventative Healthcare in Sub-Saharan Africa,Applied Sciences,10.3390/app11094221,0
pub.1133869469,Assessing Drug Development Risk Using Big Data and Machine Learning,Cancer Research,10.1158/0008-5472.can-20-0866,0
pub.1137683559,Physical exercise and COVID-19 pandemic vs. PubMed: two-months of dynamics and one-year of original scientific production,Sports Medicine and Health Science,10.1016/j.smhs.2021.04.004,0
pub.1137440948,COVID-19 Toes and Other Skin Lesions During the Pandemic: Emerging Entities?,The International Journal of Lower Extremity Wounds,10.1177/15347346211011843,0
pub.1132266774,Vaccines to prevent COVID-19: a protocol for a living systematic review with network meta-analysis including individual patient data (The LIVING VACCINE Project),Research Square,10.21203/rs.3.rs-39521/v2,0
pub.1132067597,"Food insecurity among people who inject drugs in Athens, Greece: a study in the context of ARISTOTLE programme",Public Health Nutrition,10.1017/s1368980020004309,0
pub.1137859645,M-learning in the COVID-19 era: physical vs digital class,Education and Information Technologies,10.1007/s10639-021-10572-6,0
pub.1129298579,bias goggles: Exploring the Bias of Web Domains Through the Eyes of Users,Bias and Social Aspects in Search and Recommendation,10.1007/978-3-030-52485-2_7,0
pub.1133213876,The impact of economic recessions on health workers: a systematic review and best-fit framework synthesis of the evidence from the last 50 years,Health Policy and Planning,10.1093/heapol/czaa180,0
pub.1125819565,A Method of Estimating Time-to-Recovery for a Disease Caused by a Contagious Pathogen like SARS-CoV-2 using a Time Series of Aggregated Case Reports,Research Square,10.21203/rs.3.rs-18190/v1,0
pub.1137440184,A novel similarity measure for multiple aspect trajectory clustering,Proceedings of the 36th Annual ACM Symposium on Applied Computing,10.1145/3412841.3441935,0
pub.1133331181,High Variability in Implementation of Selective-Prevention Services for Cardiometabolic Diseases in Five European Primary Care Settings,International Journal of Environmental Research and Public Health,10.3390/ijerph17239080,0
pub.1136346986,Abstract P82: The Impact of SARS-COV-2 on Stroke Epidemiology and Care: A Meta-Analysis,Stroke,10.1161/str.52.suppl_1.p82,0
pub.1129632407,Deploying Personalized Oblivious Mobile Identity,Knowledge-Based Software Engineering: 2020,10.1007/978-3-030-53949-8_15,0
pub.1133583562,Response to COVID‐19 in Cyprus: Policy changes and epidemic trends,International Journal of Clinical Practice,10.1111/ijcp.13944,0
pub.1135875454,Cathelicidin levels in nasal secretions are associated with the severity of acute bronchiolitis,Pediatric Pulmonology,10.1002/ppul.25349,0
pub.1130435691,Non-Oncological PET/CT imaging during SARS-CoV-2 pandemic.,Hellenic journal of nuclear medicine,null,0
pub.1138149428,Could dapagliflozin attenuate COVID-19 progression in high-risk patients with or without diabetes? Behind DARE-19 concept.,Journal of Cardiovascular Pharmacology,10.1097/fjc.0000000000001011,0
pub.1135015255,Point-of-interest lists and their potential in recommendation systems,Information Technology & Tourism,10.1007/s40558-021-00195-5,0
pub.1132791641,Big Data Analytics in Healthcare Applications: Privacy Implications for Individuals and Groups and Mitigation Strategies,Information Systems,10.1007/978-3-030-63396-7_35,0
pub.1132635612,Failure to lead on COVID-19: what went wrong with the United States?,International Journal of Public Leadership,10.1108/ijpl-08-2020-0079,0
pub.1134280830,"377. Diabetes as a prognostic factor for mortality in Coronavirus Disease 19 (COVID-19): a systematic review and meta-analysis comprising 18,506 patients",Open Forum Infectious Diseases,10.1093/ofid/ofaa439.572,0
pub.1134947766,A value-driven approach to addressing misinformation in social media,Humanities and Social Sciences Communications,10.1057/s41599-020-00702-9,0
pub.1134784184,Staying in Touch: case study of artistic research during the COVID-19 lock-down,Artnodes,10.7238/a.v0i27.375059,0
pub.1137404389,Arrhythmias and electrocardiographic findings in Coronavirus disease 2019: A systematic review and meta‐analysis,Pacing and Clinical Electrophysiology,10.1111/pace.14247,0
pub.1136003541,Greek History,Greece and Rome,10.1017/s0017383520000303,0
pub.1132788879,A tricky case of cardiogenic shock: Diagnostic challenges in the COVID‐19 era,Clinical Case Reports,10.1002/ccr3.3546,0
pub.1132288821,Travellers’ Propensity to Cycle: The Case of Dublin and Athens,Advances in Mobility-as-a-Service Systems,10.1007/978-3-030-61075-3_14,0
pub.1133869937,“Just One More Rep!” – Ability to Predict Proximity to Task Failure in Resistance Trained Persons,Frontiers in Psychology,10.3389/fpsyg.2020.565416,0
pub.1136655202,The impact of COVID-19 pandemic in Mediterranean urban air pollution and mobility,Energy Sources Part A Recovery Utilization and Environmental Effects,10.1080/15567036.2021.1895373,0
pub.1135699780,A Fuzzy-AHP Methodology for Planning the Risk Management of Natural Hazards in Surface Mining Projects,Sustainability,10.3390/su13042369,0
pub.1137157178,P4G2Go: A Privacy-Preserving Scheme for Roaming Energy Consumers of the Smart Grid-to-Go,Sensors,10.3390/s21082686,0
pub.1135796372,Detecting Tourism Typologies of Regional Destinations Based on Their Spatio-Temporal and Socioeconomic Performance: A Correlation-Based Complex Network Approach for the Case of Greece,null,10.3390/tourhosp2010007,0
pub.1134321761,Intergenerational Transmission of Resources and Values in Times of Crisis: Shifts in Young Adults’ Employment and Education in Greece,Intergenerational Transmission and Economic Self-Sufficiency,10.1007/978-3-030-17498-9_10,0
pub.1136330336,Measuring the economic benefits of a national planetary protection policy to regulate future private space activities between Earth and Mars: Results of a contingent valuation survey in Greece,Advances in Space Research,10.1016/j.asr.2021.02.034,0
pub.1137022312,"The Socio-linguistic Profiles, Identities, and Educational Needs of Greek Heritage Language Speakers in Chicago",Journal of language and Education,10.17323/jle.2021.11959,0
pub.1137397415,Analysing the role of a pedagogical agent in psychological and cognitive preparatory activities,Journal of Computer Assisted Learning,10.1111/jcal.12556,0
pub.1135390300,On the Transmission Dynamics of SARS-CoV-2 in a Temperate Climate,International Journal of Environmental Research and Public Health,10.3390/ijerph18041660,0
pub.1130214380,Interdisciplinary Doctoral Training in Technology-Enhanced Learning in Europe,Frontiers in Education,10.3389/feduc.2020.00150,0
pub.1137103164,Rapid Design and Implementation of a Teacher Development MOOC About Emergency Remote Teaching During the Pandemic,"Technology and Innovation in Learning, Teaching and Education",10.1007/978-3-030-73988-1_26,0
pub.1137469483,International collaborative follow-up investigation of graduating high school students’ understandings of the nature of scientific inquiry: is progress Being made?,International Journal of Science Education,10.1080/09500693.2021.1894500,0
pub.1136865773,Which are the best practices for MSc programmes in sustainable agriculture?,Journal of Cleaner Production,10.1016/j.jclepro.2021.126914,0
pub.1137725468,SARS-CoV-2: The Second Wave in Europe,Journal of Medical Internet Research,10.2196/22431,0
pub.1134980077,Exogenous progesterone for LH surge prevention is redundant in ovarian stimulation protocols,Reproductive BioMedicine Online,10.1016/j.rbmo.2021.01.017,0
pub.1137839643,Remote adversarial VR serious game simulating COVID-19 infection spread and protection protocols,2021 IEEE Conference on Virtual Reality and 3D User Interfaces Abstracts and Workshops (VRW),10.1109/vrw52623.2021.00224,0
pub.1136542193,A Graph Neural Network For Assessing The Affective Coherence Of Twitter Graphs,2020 IEEE International Conference on Big Data (Big Data),10.1109/bigdata50022.2020.9378492,0
pub.1136354039,Volume-of-Interest Aware Deep Neural Networks for Rapid Chest CT-Based COVID-19 Patient Risk Assessment,International Journal of Environmental Research and Public Health,10.3390/ijerph18062842,0
pub.1132456614,Introduction,Dealing with Disasters,10.1007/978-3-030-56104-8_1,0
pub.1132157777,"The Achaean Federation in Ancient Greece, History, Political and Economic Organisation, Warfare and Strategy",null,10.1007/978-3-030-52697-9,0
pub.1132942869,Farm or lab? Chamazulene content of Artemisia arborescens (Vill.) L. essential oil and callus volatile metabolites isolate,Industrial Crops and Products,10.1016/j.indcrop.2020.113114,0
pub.1130716630,Individual and community resilience in natural disaster risks and pandemics (covid-19): risk and crisis communication,Mind & Society,10.1007/s11299-020-00254-0,0
pub.1137025011,Retention of knowledge after basic training in cardiopulmonary resuscitation. A cumulative 3-year experience of certified ERC seminars of the Hellenic Society of Cardiology,Hellenic Journal of Cardiology,10.1016/j.hjc.2021.04.001,0
pub.1137387405,Omega-3-Rich Oils from Marine Side Streams and Their Potential Application in Food,Marine Drugs,10.3390/md19050233,0
pub.1137144461,Transparent Adaptation in Deep Medical Image Diagnosis,"Trustworthy AI - Integrating Learning, Optimization and Reasoning",10.1007/978-3-030-73959-1_22,0
pub.1133486858,Sports events and the COVID-19 pandemic: assessing runners' intentions for future participation in running events – evidence from Greece,Tourism Recreation Research,10.1080/02508281.2020.1847422,0
pub.1138356828,Nested relationships in pro‐environmental purchasing: A moderated mediation model,Journal of Consumer Behaviour,10.1002/cb.1958,0
pub.1128978046,Superforecasting reality check: Evidence from a small pool of experts and expedited identification,European Journal of Operational Research,10.1016/j.ejor.2020.06.042,0
pub.1129143097,Demand Forecasting of Retail Sales Using Data Analytics and Statistical Programming,Management & Marketing Challenges for the Knowledge Society,10.2478/mmcks-2020-0012,0
pub.1133346330,The Euro @ 20: How Economic and Financial “Asymmetries” Marred the Promise of the Single Currency,Journal of Applied Corporate Finance,10.1111/jacf.12435,0
pub.1137859916,Modifications of the therapeutic setting during the Covid-19 pandemic: thoughts based on the Greek experience with latency children and adolescents,Journal of Child Psychotherapy,10.1080/0075417x.2021.1901132,0
pub.1133635360,Deep Learning Fusion for COVID-19 Diagnosis,medRxiv,10.1101/2020.12.11.20246546,0
pub.1128964169,Beyond the EU Structural Funds’ Absorption Rate: How Do Regions Really Perform?,Economies,10.3390/economies8030055,0
pub.1129062701,‘Give me your watch and I will tell you the time’: crisis and austerity in the European Union from a Bourdieusian perspective,Review of Social Economy,10.1080/00346764.2020.1787494,0
pub.1129158366,Recurrent Neural Network-based Acute Concussion Classifier using Raw Resting State EEG Data,bioRxiv,10.1101/2020.07.07.192138,0
pub.1136952172,Legal Aspects of the Single Monetary Policy in the Euro Area: From the Establishment of the Eurosystem to the Current Pandemic Crisis,SSRN Electronic Journal,10.2139/ssrn.3819726,0
pub.1138081817,Performance of Fuzzy Multi-Criteria Decision Analysis of Emergency System in COVID-19 Pandemic. An Extensive Narrative Review,International Journal of Environmental Research and Public Health,10.3390/ijerph18105208,0
pub.1138109696,A review on the COVID-19-related psychological impact on older adults: vulnerable or not?,Aging Clinical and Experimental Research,10.1007/s40520-021-01873-4,0
pub.1131849601,A preliminary Study of Knowledge Sharing related to Covid-19 Pandemic in Stack Overflow,2020 46th Euromicro Conference on Software Engineering and Advanced Applications (SEAA),10.1109/seaa51224.2020.00086,0
pub.1135370775,Intelligent Ticket and its Interaction with Transmedia Content in the COVID-19 Smart Tourism Era,Strategic Innovative Marketing and Tourism in the COVID-19 Era,10.1007/978-3-030-66154-0_3,0
pub.1136908700,Young adults’ coping strategies against loneliness during the COVID-19-related quarantine in Greece,Health Promotion International,10.1093/heapro/daab053,0
pub.1137244219,E-Commerce in the Retail Chain Store Market: An Alternative or a Main Trend?,Sustainability,10.3390/su13084392,0
pub.1130327833,"Optimal selling price, replenishment cycle and payment time among advance, cash, and credit payments from the seller’s perspective",Annals of Operations Research,10.1007/s10479-020-03761-y,0
pub.1133921125,"The international initiatives of the collaboration between the Aristotle University of Thessaloniki School of Medicine, the Panhellenic Medical Association and the World Psychiatric Association, concerning mental health during the COVID-19 outbreak.",Psychiatriki,10.22365/jpsych.2020.314.289,0
pub.1133882740,Using Graphlet Spectrograms for Temporal Pattern Analysis of Virus-Research Collaboration Networks,2020 IEEE High Performance Extreme Computing Conference (HPEC),10.1109/hpec43674.2020.9286161,0
pub.1136951432,"COVID‐19 and protected areas: Impacts, conflicts, and possible management solutions",Conservation Letters,10.1111/conl.12800,0
pub.1138206011,"Reviewing 15 years of research on neoliberal conservation: Towards a decolonial, interdisciplinary, intersectional and community-engaged research agenda",Geoforum,10.1016/j.geoforum.2021.05.006,0
pub.1133526210,A Prospective Study for the Mitigation of the Climate Change Effects: The Case of the North Aegean Region of Greece,Sustainability,10.3390/su122410420,0
pub.1136755300,Challenges in Predicting Cognitive Decline in Dementia with Lewy Bodies,Dementia and Geriatric Cognitive Disorders,10.1159/000515008,0
pub.1134302562,Pedestrians-Cyclists Shared Spaces Level of Service: Comparison of Methodologies and Critical Discussion,Sustainability,10.3390/su13010361,0
pub.1137885896,Socio-Eco-Friendly Performance of E-Scooters in Palermo: Preliminary Statistical Results,Innovation in Urban and Regional Planning,10.1007/978-3-030-68824-0_68,0
pub.1136861767,Bridging animal and clinical research during SARS-CoV-2 pandemic: A new-old challenge,EBioMedicine,10.1016/j.ebiom.2021.103291,0
pub.1138169939,Power-law growth of the COVID-19 fatality incidents in Europe,Infectious Disease Modelling,10.1016/j.idm.2021.05.001,0
pub.1134820296,Perspectives on Cyber Security for Offshore Oil and Gas Assets,Journal of Marine Science and Engineering,10.3390/jmse9020112,0
pub.1134334574,Modelling Processes and Products in the Cereal Chain,Foods,10.3390/foods10010082,0
pub.1132330074,Optimizing Behavioral Paradigms to Facilitate Development of New Treatments for Anhedonia and Reward Processing Deficits in Schizophrenia and Major Depressive Disorder: Study Protocol,Frontiers in Psychiatry,10.3389/fpsyt.2020.536112,0
pub.1137318681,A Synergy of Innovative Technologies towards Implementing an Autonomous DIY Electric Vehicle for Harvester-Assisting Purposes,Machines,10.3390/machines9040082,0
pub.1130857887,Atmospheric Temperature and CO2: Hen-or-Egg Causality? (Version 1),Sci,10.3390/sci2030072,0
pub.1135634973,COVID-19 Pandemic and Environmental Health: Effects and the Immediate Need for a Concise Risk Analysis.,Environmental Health Insights,10.1177/1178630221996352,0
pub.1134191603,Tackling Single-Use-Plastic Products in the Easter Mediterranean Sea: The BL.EU. Climate and MEDfreeSUP Projects,The Ocean of Tomorrow,10.1007/978-3-030-56847-4_9,0
pub.1136468843,"Degradation, solubility and chromatographic studies of Ibuprofen under high temperature water conditions",Chemosphere,10.1016/j.chemosphere.2021.130307,0
pub.1136549596,Comparing Bioeconomy Potential at National vs. Regional Level Employing Input-Output Modeling,Energies,10.3390/en14061714,0
pub.1135474601,"A geopolitical turn to EU enlargement, or another postponement? An introduction",Journal of Contemporary European Studies,10.1080/14782804.2021.1891028,0
pub.1138128837,The Case of a Multiplication Skills Game: Teachers’ Viewpoint on MG’s Dashboard and OSLM Features,Computers,10.3390/computers10050065,0
pub.1136283905,Deep and Meaningful E-Learning with Social Virtual Reality Environments in Higher Education: A Systematic Literature Review,Applied Sciences,10.3390/app11052412,0
pub.1138290718,The Mythologeme “Coronavirus” in the Modern Mass Media News in Europe and Asia,Journal of Siberian Federal University Humanities & Social Sciences,10.17516/1997-1370-0742,0
pub.1137814042,Modeling the evolution of COVID-19 via compartmental and particle-based approaches: Application to the Cyprus case,PLOS ONE,10.1371/journal.pone.0250709,0
pub.1134768132,Using the time varying Kalman filter for prediction of Covid-19 cases in Latvia and Greece,2020 IEEE 61th International Scientific Conference on Power and Electrical Engineering of Riga Technical University (RTUCON),10.1109/rtucon51174.2020.9316598,0
pub.1137572512,Accelerating Phylogenetics using FPGAs in the Cloud,IEEE Micro,10.1109/mm.2021.3075848,0
pub.1138374831,Fostering global data sharing: highlighting the recommendations of the Research Data Alliance COVID-19 working group,Wellcome Open Research,10.12688/wellcomeopenres.16378.2,0
pub.1129818420,AI-Inspired Non-Terrestrial Networks for IIoT: Review on Enabling Technologies and Applications,IoT,10.3390/iot1010003,0
pub.1134981945,Top five ethical lessons of COVID-19 that the world must learn,Wellcome Open Research,10.12688/wellcomeopenres.16568.1,0
pub.1136566317,Future Socio-political Scenarios for Aquatic Resources in Europe: An Operationalized Framework for Marine Fisheries Projections,Frontiers in Marine Science,10.3389/fmars.2021.578516,0
pub.1138046383,Data Science in the Food Industry,Annual Review of Biomedical Data Science,10.1146/annurev-biodatasci-020221-123602,0
pub.1132491901,Enhancing Collaborative Filtering Recommendations for Web-based Learning Platforms with Genetic Algorithms,2020 15th International Workshop on Semantic and Social Media Adaptation and Personalization (SMA,10.1109/smap49528.2020.9248472,0
pub.1131701341,A Categorization of Cloud-Based Services and their Security Analysis in the Healthcare Sector,"2020 5th South-East Europe Design Automation, Computer Engineering, Computer Networks and Social Media Conference (SEEDA-CECNSM)",10.1109/seeda-cecnsm49515.2020.9221808,0
pub.1137907357,Thesaurus-based word embeddings for automated biomedical literature classification,Neural Computing and Applications,10.1007/s00521-021-06053-z,0
pub.1136476668,How Can a University Take Its First Steps in Open Data?,Metadata and Semantic Research,10.1007/978-3-030-71903-6_16,0
pub.1136835184,Improving Stress Management and Sleep Hygiene in Intelligent Homes,Sensors,10.3390/s21072398,0
pub.1137187486,Vessel and Port Efficiency Metrics through Validated AIS data,Global Oceans 2020: Singapore – U.S. Gulf Coast,10.1109/ieeeconf38699.2020.9389112,0
pub.1136519722,Limited cross-species transmission and absence of mutations associated with SARS-CoV-2 adaptation in cats: A case study of infection in a small household setting,Authorea,10.22541/au.161608166.60006952/v1,0
pub.1132628610,Identifying the values associated with users’ behavior towards anonymity tools through means-end analysis,Computers in Human Behavior Reports,10.1016/j.chbr.2020.100034,0
pub.1138307314,Do partner apps offer the same level of privacy protection? The case of wearable applications,2021 IEEE International Conference on Pervasive Computing and Communications Workshops and other Affiliated Events (PerCom Workshops),10.1109/percomworkshops51409.2021.9431018,0
pub.1136748834,BioASQ at CLEF2021: Large-Scale Biomedical Semantic Indexing and Question Answering,Advances in Information Retrieval,10.1007/978-3-030-72240-1_73,0
pub.1134231976,Integration of cardiovascular risk assessment with COVID-19 using artificial intelligence.,Reviews in Cardiovascular Medicine,10.31083/j.rcm.2020.04.236,0
pub.1134779092,Latent Twitter Image Information for Social Analytics,Information,10.3390/info12020049,0
pub.1136748830,News Monitor: A Framework for Querying News in Real Time,Advances in Information Retrieval,10.1007/978-3-030-72240-1_62,0
pub.1138023773,"Risk and Environmental Factors Associated with the Presence of Canine Parvovirus Type 2 in Diarrheic Dogs from Thessaly, Central Greece",Pathogens,10.3390/pathogens10050590,0
pub.1137038228,Just-in-Time Sentiment Analysis for Streamed Data in Greek,Next-Gen Digital Services. A Retrospective and Roadmap for Service Computing of the Future,10.1007/978-3-030-73203-5_19,0
pub.1136814816,TransforMED: End-to-Εnd Transformers for Evidence-Based Medicine and Argument Mining in medical literature,Journal of Biomedical Informatics,10.1016/j.jbi.2021.103767,0
pub.1134730576,An industrial IoT edge node for buffer level detection in a cardboard production line,IOP Conference Series Materials Science and Engineering,10.1088/1757-899x/1032/1/012014,0
pub.1132542452,The κ-statistics approach to epidemiology,Research Square,10.21203/rs.3.rs-35370/v2,0
pub.1137441190,Remote monitoring technologies in Alzheimer’s disease: design of the RADAR-AD study,Alzheimer's Research & Therapy,10.1186/s13195-021-00825-4,0
pub.1136751731,The psychoanalytic psychotherapy endeavour in the Greek public sector,Psychoanalytic Psychotherapy,10.1080/02668734.2021.1898045,0
pub.1132750999,Demystifying the spreading of pandemics I: The fractal kinetics SI model quantifies the dynamics of COVID-19,medRxiv,10.1101/2020.11.15.20232132,0
pub.1136697021,An integrated approach for assessing the in vitro and in vivo redox-related effects of nanomaterials,Environmental Research,10.1016/j.envres.2021.111083,0
pub.1129299746,The Impact of the COVID-19 Disease on Distance Super-Market Sales,SSRN Electronic Journal,10.2139/ssrn.3646042,0
pub.1137538028,Limited cross‐species transmission and absence of mutations associated with SARS‐CoV‐2 adaptation in cats: A case study of infection in a small household setting,Transboundary and Emerging Diseases,10.1111/tbed.14132,0
pub.1132061857,Bioaerosols in the Athens Metro: Metagenetic insights into the PM10 microbiome in a naturally ventilated subway station,Environment International,10.1016/j.envint.2020.106186,0
pub.1136262398,Healthcare enterprises and public policies on COVID‐19: Insights from the Greek rural areas,Strategic Change,10.1002/jsc.2396,0
pub.1135449827,Genetic and structural analyses of ssRNA viruses pave the way for the discovery of novel antiviral pharmacological targets,Molecular Omics,10.1039/d0mo00173b,0
pub.1137340952,Fears of compassion magnify the harmful effects of threat of COVID‐19 on mental health and social safeness across 21 countries,Clinical Psychology & Psychotherapy,10.1002/cpp.2601,0
pub.1137903741,COVID-19: An Outcome of Biodiversity Loss or a Conspiracy? Investigating the Attitudes of Environmental Students,Sustainability,10.3390/su13095307,0
pub.1135385339,Population Genomics Insights into the First Wave of COVID-19,Life,10.3390/life11020129,0
pub.1136619411,Age and prior working experience effect on entrepreneurial intention,Corporate & Business Strategy Review,10.22495/cbsrv2i1art2,0
pub.1134416704,Cognitive Functioning and Schizotypy: A Four-Years Study,Frontiers in Psychiatry,10.3389/fpsyt.2020.613015,0
pub.1134665000,Impact psychologique de la pandémie de la COVID-19: Comparaison entre des français métropolitains et de l'île de La Réunion,L Encéphale,10.1016/j.encep.2020.09.006,0
pub.1128728378,GDP-Linked Bonds as a New Asset Class,SSRN Electronic Journal,10.2139/ssrn.3611636,0
pub.1135689467,Impact of the COVID-19 pandemic on mental health among Greek adults: a cross-sectional survey,medRxiv,10.1101/2021.02.20.21252129,0
pub.1130461037,Recommendations for nuclear neuroimaging of patients with neurological disorders in the COVID-19 era.,Hellenic journal of nuclear medicine,null,0
pub.1137710487,"COVID-19 pandemic-related representations, self-efficacy, and psychological well-being in the general population during lockdown",Current Psychology,10.1007/s12144-021-01750-3,0
pub.1138055834,Effect of Hydroxychloroquine on QTc in Patients Diagnosed with COVID-19: A Systematic Review and Meta-Analysis,Journal of Cardiovascular Development and Disease,10.3390/jcdd8050055,0
pub.1135161660,Market abuse under different close price determination mechanisms: A European case,International Review of Financial Analysis,10.1016/j.irfa.2021.101707,0
pub.1136294017,"Grouped data, investment committees & multicriteria portfolio selection",Journal of Business Research,10.1016/j.jbusres.2021.02.044,0
pub.1130124903,Effects of 12 months of detraining on health-related quality of life in patients receiving hemodialysis therapy,International Urology and Nephrology,10.1007/s11255-020-02560-5,0
pub.1133449301,Airborne magnetic nanoparticles: environmental risk factors for the transmission of SARS-CoV-2,medRxiv,10.1101/2020.12.10.20247130,0
pub.1136981530,Halloween effect and active fund management,The Quarterly Review of Economics and Finance,10.1016/j.qref.2021.04.006,0
