id;type;full_date;year;month;title;fek;page;tomos;tomos_url
767;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΟΥ ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΩΝ ΥΠΟΘΕΣΕΩΝ Αριθμ. Δ.15/Δ’/οικ.37620/1493;24/30.9.2020;2020;9;Παράταση προθεσμίας καταβολής ασφαλιστικών εισφορών αυτοαπασχολούμενων και ελεύθερων επαγγελματιών για τις οποίες είχε χορηγηθεί παράταση προθεσμίας καταβολής στο πλαίσιο των μέτρων για την αντιμετώπιση των αρνητικών συνεπειών του κορωνοϊού COVID -19;(Β’ 4253);268;VIII;https://tinyurl.com/pandektis08
768;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΩΝ ΟΙΚΟΝΟΜΙΚΩΝ - ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΩΝ ΥΠΟΘΕΣΕΩΝ Αριθμ. Δ.15/Δ’/οικ.37618/1492;25/30.9.2020;2020;9;Παράταση προθεσμίας καταβολής ασφαλιστικών εισφορών για τις επιχειρήσεις και εργοδότες για τις οποίες είχε χορηγηθεί παράταση προθεσμίας καταβολής στο πλαίσιο των μέτρων για την αντιμετώπιση των αρνητικών συνεπειών του κορωνοϊού COVID -19;(Β’ 4253);270;VIII;https://tinyurl.com/pandektis08
769;ΑΠΟΦΑΣΗ ΓΕΝΙΚΟΥ ΓΡΑΜΜΑΤΕΑ ΤΟΥ ΥΠΟΥΡΓΕΙΟΥ ΕΘΝΙΚΗΣ ΑΜΥΝΑΣ Αριθμ. Φ.473/71/640133/Σ.3008;21/30.9.2020;2020;9;Απονομή Ηθικής Αμοιβής σε Υπάλληλο του ΥΠΕΘΑ/ΓΕΣ;(Β’ 4254);272;VIII;https://tinyurl.com/pandektis08
770;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΩΝ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ - ΥΓΕΙΑΣ - ΕΣΩΤΕΡΙΚΩΝ Αριθμ. Δ1α/ΓΠ.οικ. 60583;30/30.9.2020;2020;9;Επιβολή του μέτρου της απαγόρευσης εισόδου στη Χώρα των υπηκόων τρίτων κρατών πλην των κρατών της Ευρωπαϊκής Ένωσης και της Συμφωνίας Σένγκεν, προς περιορισμό της διασποράς του κορωνοϊού COVID -19 για το χρονικό διάστημα από την 1η.10.2020 έως και τις 12.10.2020;(Β’ 4257);273;VIII;https://tinyurl.com/pandektis08
771;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΩΝ ΥΓΕΙΑΣ - ΥΠΟΔΟΜΩΝ ΚΑΙ ΜΕΤΑΦΟΡΩΝ - ΝΑΥΤΙΛΙΑΣ ΚΑΙ ΝΗΣΙΩΤΙΚΗΣ ΠΟΛΙΤΙΚΗΣ Αριθμ. Δ1α/ΓΠ.οικ. 60588;30/30.9.2020;2020;9;Επιβολή του μέτρου του προσωρινού περιορισμού των χερσαίων, αεροπορικών και θαλάσσιων συνδέσεων της Χώρας, προς περιορισμό της διασποράς του κορωνοϊού COVID -19;(Β’ 4260);273;VIII;https://tinyurl.com/pandektis08
772;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΩΝ ΟΙΚΟΝΟΜΙΚΩΝ - ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΩΝ ΥΠΟΘΕΣΕΩΝ Αριθμ. οικ. 39539/996;30/30.9.2020;2020;9;Ανοιχτό πρόγραμμα 100.000 νέων επιδο τούμενων θέσεων εργασίας;(Β΄ 4261);274;VIII;https://tinyurl.com/pandektis08
773;ΑΠΟΦΑΣΗ YΠOYPΓΟΥ ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΩΝ ΥΠΟΘΕΣΕΩΝ Aριθμ. 39551/Δ1.11831;30/30.9.2020;2020;9;Τροποποίηση της υπό στοιχεία 40331/Δ1.13521/ 13-9-2019 “Επανακαθορισμός όρων ηλεκτρονικής υποβολής εντύπων αρμοδιότητας Σώματος Επιθεώρησης Εργασίας (ΣΕΠΕ) και Οργανισμού Απασχολήσεως Εργατικού Δυναμικού (ΟΑΕΔ)” (Β΄ 3520) απόφασης του Υπουργού Εργασίας και Κοινωνικών Υποθέσεων, όπως τροποποιήθηκε και ισχύει;(Β΄ 4261);282;VIII;https://tinyurl.com/pandektis08
774;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΩΝ ΟΙΚΟΝΟΜΙΚΩΝ - ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΩΝ ΥΠΟΘΕΣΕΩΝ - ΥΓΕΙΑΣ Αριθμ. 39363/1537;30/30.9.2020;2020;9;Λεπτομέρειες εφαρμογής και χρόνος ισχύος των περ. β) έως και ε) της παρ. 2 του άρθρου 4 της από 11.03.2020 Πράξης Νομοθετικού Περιεχομένου (Α’ 55), όπως ισχύει, για “ευπαθείς ομάδες εργαζομένων” του ιδιωτικού τομέα της οικονομίας;(Β΄ 4262);290;VIII;https://tinyurl.com/pandektis08
775;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΟΥ ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΕΠΕΝΔΥΣΕΩΝ Αριθμ. 102885;1/1.10.2020;2020;10;Τροποποίηση και παράταση ισχύος της υπ’ αρ. 50370/20.5.2020 απόφασης του Υφυπουργού Ανάπτυξης και Επενδύσεων “Δήλωση δεδομένων τιμών στην ψηφιακή πλατφόρμα e -Καταναλωτής” (Β΄ 1966);(Β’ 4275);296;VIII;https://tinyurl.com/pandektis08
776;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΩΝ ΟΙΚΟΝΟΜΙΚΩΝ - ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΕΠΕΝΔΥΣΕΩΝ - ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ - ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΩΝ ΥΠΟΘΕΣΕΩΝ - ΥΓΕΙΑΣ - ΠΟΛΙΤΙΣΜΟΥ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ - ΕΣΩΤΕΡΙΚΩΝ Αριθμ. Δ1α/Γ.Π.οικ. 61419;1/1.10.2020;2020;10;Επιβολή των μέτρων της προσωρινής αναστολής λειτουργίας ιδιωτικών επιχειρήσεων και άλλων χώρων συνάθροισης κοινού, της υποχρεωτικής χρήσης μάσκας, καθώς και ειδικότερων μέτρων στον Δήμο Κύθνου της Περιφερειακής Ενότητας Κέας -Κύθνου της Περιφέρειας Νοτίου Αιγαίου από 2.10.2020 έως και 12.10.2020, προς περιορισμό της διασποράς του κορωνοϊού COVID -19;(Β’ 4277);301;VIII;https://tinyurl.com/pandektis08
777;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΩΝ ΟΙΚΟΝΟΜΙΚΩΝ - ΥΓΕΙΑΣ Αριθμ. Γ2α/οικ.57670;15.9/2.10.2020;2020;10;Μεταφορά/μετατροπή οργανικής θέσης ειδικευόμενου ιατρού και σύσταση οργανικής θέσης εξειδικευόμενου ιατρού στο Γενικό Νοσοκομείο Τρικάλων;(Β’ 4294);301;VIII;https://tinyurl.com/pandektis08
778;ΑΠΟΦΑΣΗ ΥΦΥΠΟΥΡΓΟΥ ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΕΠΕΝΔΥΣΕΩΝ Αριθμ. 101814;29.9/2.10.2020;2020;10;Τροποποίηση των ποσοστών δέσμευσης πόρων του Επιχειρησιακού Προγράμματος “ΚΡΗΤΗ 2014 -2020”;(B’ 4311);303;VIII;https://tinyurl.com/pandektis08
779;ΑΠΟΦΑΣH ΥΠΟΥΡΓΩΝ ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΕΠΕΝΔΥΣΕΩΝ - ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ - ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΩΝ ΥΠΟΘΕΣΕΩΝ - ΥΓΕΙΑΣ - ΕΣΩΤΕΡΙΚΩΝ Αριθμ. Γ.Π./Δ12/οικ. 38064/1202;24.9/2.10.2020;2020;10;Σύσταση επιτροπών με σκοπό την προστ ασία από τον κορωνοϊό Covid -19 των φιλοξενουμένων σε Μονάδες Φροντίδας Ηλικιωμένων (Μ.Φ.Η.) και λοιπές κλειστές δομές φιλοξενίας ευπαθών ομάδων του πληθυσμού;(Β’ 4321);305;VIII;https://tinyurl.com/pandektis08
780;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΩΝ ΟΙΚΟΝΟΜΙΚΩΝ - ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΕΠΕΝΔΥΣΕΩΝ - ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ - ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΩΝ ΥΠΟΘΕΣΕΩΝ - ΥΓΕΙΑΣ - ΠΟΛΙΤΙΣΜΟΥ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ - ΕΣΩΤΕΡΙΚΩΝ Αριθμ. Δ1α/Γ.Π.οικ. 61927;2/2.10.2020;2020;10;Αντικατάσταση της υπό στοιχεία Δ1α/Γ.Π.οικ. 59626/25.9.2020 κοινής απόφασης των Υπουργών Οικονομικών, Ανάπτυξης και Επενδύσεων, Προστασίας του Πολίτη, Εργασίας και Κοινωνικών Υποθέσεων, Υγείας, Πολιτισμού και Αθλητισμού και Εσωτερικών “Έκτακτα μέτρα προστασίας από τη διασπορά του κορωνοϊού COVID -19 στην Περιφέρεια Αττικής” (Β ’ 4134);(Β’ 4324);309;VIII;https://tinyurl.com/pandektis08
781;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΩΝ ΟΙΚΟΝΟΜΙΚΩΝ - ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΕΠΕΝΔΥΣΕΩΝ - ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ - ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΩΝ ΥΠΟΘΕΣΕΩΝ - ΥΓΕΙΑΣ - ΠΟΛΙΤΙΣΜΟΥ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ - ΕΣΩΤΕΡΙΚΩΝ Αριθμ. Δ1α/Γ.Π.οικ. 61939;2/2.10.2020;2020;10;Επιβολή των μέτρων της προσωρινής αναστολής λειτουργίας ιδιωτικών επιχειρήσεων και άλλων χώρων συνάθροισης κοινού, της υποχρεωτικής χρήσης μάσκας, καθώς και ειδικότερων μέτρων σε συγκεκριμένες περιοχές της Χώρας από 3.10.2020 έως και 12.10.2020, προς περιορισμό της διασποράς του κορωνοϊού COVID -19;(Β’ 4325);310;VIII;https://tinyurl.com/pandektis08
782;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΩΝ ΟΙΚΟΝΟΜΙΚΩΝ - ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΕΠΕΝΔΥΣΕΩΝ - ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ - ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΩΝ ΥΠΟΘΕΣΕΩΝ - ΥΓΕΙΑΣ - ΠΟΛΙΤΙΣΜΟΥ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ - ΕΣΩΤΕΡΙΚΩΝ Αριθμ. Δ1α/Γ.Π.οικ. 61940;2/2.10.2020;2020;10;Ανώτατο όριο συμμετεχόντων σε δημόσιες ή κοινωνικές εκδηλώσεις και ειδικοί κανόνες λειτουργίας καταστημάτων υγειονομικού ενδιαφέροντος σε συγκεκριμένες Περιφέρειες, Περιφερειακές Ενότητες και Δήμους της Χώρας;(Β’ 4326);310;VIII;https://tinyurl.com/pandektis08
783;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΩΝ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ - ΥΓΕΙΑΣ - ΜΕΤΑΝΑΣΤΕΥΣΗΣ ΚΑΙ ΑΣΥΛΟΥ Αριθμ. Δ1α/ΓΠ.οικ. 61933;2/2.10.2020;2020;10;Λήψη μέτρων κατά της εμφάνισης και διασποράς κρουσμάτων του κορωνοϊού COVID -19 στη δομή φιλοξενίας πολιτών τρίτων χωρών Σκαραμαγκά στη θέση “Προβλήτα 4” του Δήμου Χαϊδαρίου της Περιφερειακής Ενότητας Δυτικού Τομέα Αθηνών της Περιφέρειας Αττικής, για το χρονικό διάστημα από 2.10.2020 έως και 12.10.2020;(Β’ 4327);310;VIII;https://tinyurl.com/pandektis08
784;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΩΝ ΟΙΚΟΝΟΜΙΚΩΝ - ΥΓΕΙΑΣ Αριθμ. Β2α, Β1α/57429;29.9/5.10.2020;2020;10;Έκτακτη οικονομική ενίσχυση στο Εθνικό Κέντρο Αιμοδοσίας για τ η διενέργεια προμηθειών, την πρόσληψη προσωπικού, την αγορά υλικών και μέσων προστασίας, στο πλαίσιο των μέτρων αποφυγής και περιορισμού της διάδοσης του κορωνοϊού;(Β’ 4332);313;VIII;https://tinyurl.com/pandektis08
785;ΑΠΟΦΑΣΗ ΥΦΥΠΟΥΡΓΟΥ ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΕΠΕΝΔΥΣΕΩΝ Αριθμ. 101798;29.9/5.10.2020;2020;10;Τροποποίηση των ποσοστών δέσμευσης πόρων του Επιχειρησιακού Προγράμματος “ΕΠ Ανταγωνιστικότητα, Επιχειρηματικότητα και Καινοτομία 2014 – 2020 ”;(Β’ 4333);315;VIII;https://tinyurl.com/pandektis08
786;ΑΠΟΦΑΣΗ ΔΙΟΙΚΗΤΙΚΟΥ ΣΥΜΒΟΥΛΙΟΥ ΤΟΥ ΚΕΝΤΡΟΥ ΚΟΙΝΩΝΙΚΗΣ ΠΡΟΝΟΙΑΣ ΠΕΡΙΦΕΡΕΙΑΣ ΗΠΕΙΡΟΥ Αριθμ. 2574;21.9/5.10.2020;2020;10;Έγκριση εργασίας κατά τις Κυριακές και εξαιρέσιμες ημέρες με αμοιβή προς συμπλήρωση του υποχρεωτικού ωραρίου του έκτακτου επικουρικού προσωπικού των Παραρτημάτων του Κέντρου Κοινωνικής Πρόνοιας Περιφέρειας Ηπείρου οικ. έτους 2020;(Β΄ 4345);317;VIII;https://tinyurl.com/pandektis08
787;ΑΠΟΦΑΣΗ ΔΗΜΑΡΧΟΥ ΝΙΚΑΙΑΣ – ΑΓΙΟΥ ΙΩΑΝΝΗ ΡΕΝΤΗ Αριθμ. 4384;23.9/5.10.2020;2020;10;Καθιέρωση εργασίας καθ’ υπέρβαση του υποχρεωτικού ωραρίου των Ι.Δ.Α.Χ. και Ι.Δ.Ο.Χ. υπαλλήλων καθώς και ενός Ειδικού Συνεργάτη Δημάρχου του Δήμου Νίκαιας – Αγίου Ιωάννη Ρέντη, για το Δ΄ Τρίμηνο (Οκτώβριος – Δεκέμβριος) του έτους 2020;(Β΄ 4350);317;VIII;https://tinyurl.com/pandektis08
788;ΑΠΟΦΑΣΗ ΣΥΝΤΟΝΙΣΤΗ ΑΠΟΚΕΝΤΡΩΜΕΝΗΣ ΔΙΟΙΚΗΣΗΣ ΠΕΛΟΠΟΝΝΗΣΟΥ, ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ ΚΑΙ ΙΟΝΙΟΥ Αριθμ. 161751;23.9/5.10.2020;2020;10;Καθιέρωση ωραρίου λειτουργίας της Διεύθυνσης Ανάπτυξης Περιφερειακής Ενότητας Λευκάδας της Περιφέρειας Ιονίων Νήσων;(Β΄ 4361);317;VIII;https://tinyurl.com/pandektis08
789;ΑΠΟΦΑΣΗ YΠΟΥΡΓΟΥ ΔΙΚΑΙΟΣΥΝΗΣ Αριθμ. 42292;17.9/5.10.2020;2020;10;Ορισμός τόπο υ των πολιτικών συνεδριάσεων του Μονομελούς και Πολυμελούς Πρωτοδικείου Αλεξανδρούπολης;(Β’ 4361);317;VIII;https://tinyurl.com/pandektis08
790;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΟΥ ΠΑΙΔΕΙΑΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ Αριθμ. Φ.153/130532/Α5;29.9/5.10.2020;2020;10;Τροποποίηση της υπ’ αρ. Φ.151/20049/Β6/2007 απόφασης της Υπουργού Παιδείας και Θρησκευμάτων “Πρόσβαση στην τριτοβάθμια εκπαίδευση αποφοίτων δευτεροβάθμιας εκπαίδευσης που υπάγονται στις ειδικές κατηγορίες του εδαφίου α της παραγράφου 4 του άρθρου 2 του ν. 2525/1997” (Β ’ 272);(Β’ 4374);318;VIII;https://tinyurl.com/pandektis08
791;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΟΥ ΠΑΙΔΕΙΑΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ Αριθμ. Φ.153/130546 /Α5;29.9/5.10.2020;2020;10;Τροποποίηση της υπ’ αρ. Φ.253/143554/Β6/ 12 -11 -2010 απόφαση του Υφυπουργού Παιδείας, δια βίου μάθησης και Θρησκευμάτων “Πρόσβαση στην Τριτοβάθμια Εκπαίδευση αποφοίτων Δευτεροβάθμιας Εκπαίδευσης που υπάγονται στην κατηγορία ‘των πασχόντων από σοβαρές ασθένειες’, σε ποσοστό 5% καθ’ υπέρβαση του αριθμού εισακτέων, σύμφωνα με τις διατάξεις του άρθρου 35 του ν. 3794/2009 (Α΄ 156)” (Β΄ 1794), όπως τροποποιήθηκε και ισχύει;(Β’ 4374);320;VIII;https://tinyurl.com/pandektis08
792;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΩΝ ΟΙΚΟΝΟΜΙΚΩΝ - ΕΠ ΙΚΡΑΤΕΙΑΣ Αριθμ. 110674 ΕΞ 2020;1/5.10.2020;2020;10;Λειτουργικές προδιαγραφές της ηλεκτρονικής πλατφόρμας συνεισφοράς Δημοσίου για την αποπληρωμή δανείων με εμπράγματες εξασφαλίσεις στην κύρια κατοικία για δανειολήπτες που έχουν πληγεί από τις δυσμενείς συνέπειες του κορωνοϊού COVID -19 στο πλαίσιο των άρθρων 71 -83 του ν. 4714/2020 (Α’ 148);(Β΄ 4381);322;VIII;https://tinyurl.com/pandektis08
793;ΑΠΟΦΑΣΗ ΥΦΥΠΟΥΡΓΟΥ ΠΑΙΔΕΙΑΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ Αριθμ. 132695/Ζ1;2/5.10.2020;2020;10;Ρυθμίσεις σχετικά με την οργάνωση της εκπαιδευτικής διαδικασίας των προγραμμάτων σπουδών δεύτερου κύκλου των Α.Ε.Ι. κατά το χειμερινό εξάμηνο του ακαδημαϊκού έτους 2020 -2021;(Β’ 4383);350;VIII;https://tinyurl.com/pandektis08
794;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΩΝ ΟΙΚΟΝΟΜΙΚΩΝ - ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΕΠΕΝΔΥΣΕΩΝ - ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ - ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΩΝ ΥΠΟΘΕΣΕΩΝ - ΥΓΕΙΑΣ - ΠΟΛΙΤΙΣΜΟΥ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ - ΕΣΩΤΕΡΙΚΩΝ Αριθμ. Δ1α/Γ.Π.οικ. 62421;5/5.10.2020;2020;10;Επιβολή των μέτρων της προσωρινής αναστολής λειτουργίας ιδιωτικών επιχειρήσεων και άλλων χώρων συνάθροισης κοινού, της υποχρεωτικής χρήσης μάσκας, καθώς και ειδικότερων μέτρων στον Δήμο Ιωαννιτών της Περιφερειακής Ενότητας Ιωαννίνων της Περιφέρειας Ηπείρου και στην Περιφερειακή Ενότητα Αχαΐας της Περιφέρειας Δυτικής Ελλάδας από 6.10.2020 έως και 12.10.2020, προς περιορισμό της δι ασποράς του κορωνοϊού COVID -19;(Β’ 4385);352;VIII;https://tinyurl.com/pandektis08
795;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΩΝ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ - ΥΓΕΙΑΣ - ΜΕΤΑΝΑΣΤΕΥΣΗΣ ΚΑΙ ΑΣΥΛΟΥ Αριθμ. Δ1α/Γ.Π.οικ. 62436;5/5.10.2020;2020;10;Λήψη μέτρων κατά της εμφάνισης και διασποράς κρουσμάτων του κορωνοϊού COVID -19 στη δομή φιλοξενίας πολιτών τρίτων χωρών Κατσικά του Δήμου Ιωαννιτών της Περιφερειακής Ενότητας Ιωαννίνων της Περιφέρειας Ηπείρου, για το χρονικό διάστημα από 5.10.2020 έως και 12.10.2020;(Β’ 4389);352;VIII;https://tinyurl.com/pandektis08
796;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΩΝ ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΕΠΕΝΔΥΣΕΩΝ - ΕΞΩΤΕΡΙΚΩΝ - ΑΓΡΟΤΙΚΗΣ ΑΝΑΠΤΥΞΗΣ KAI ΤΡΟΦΙΜΩΝ Αριθμ. 1228/273091;1/6.10.2020;2020;10;Τροποποίηση της υπ΄ αρ. 1387/231285/17.09.2019 κοινής απόφασης των Υπουργών Ανάπτυξης και Επενδύσεων, Εξωτερικών και Αγροτικής Ανάπτυξης και Τροφίμων “Συμπληρωματικά μέτρα για την εφαρμογή του υπ’ αρ. 1308/2013 κανονισμού (ΕΕ) του Ευρωπαϊκού Κοινοβουλίου και του Συμβουλίου (ΕΕ L 347, 20.12.2013, σ. 671), του υπ΄ αρ. 2016/1149 κατ΄ εξουσιοδότηση κανονισμού (ΕΕ) της Επιτροπής (ΕΕ L 190, 15.7.2016, σ. 1) και του υπ΄ αρ. 2016/1150 εκτελεστικού κανονισμού (ΕΕ) της Επιτροπής (ΕΕ L 190, 15.7.2016, σ. 23), σχετικά με το ειδικό μέτρο στήριξης της ενημέρωσης στα κράτη μέλη για την προγραμματική περίοδο 2019-2023” (Β΄ 3838);(Β΄ 4406);356;VIII;https://tinyurl.com/pandektis08
797;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΩΝ ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΕΠΕΝΔΥΣΕΩΝ - ΕΞΩΤΕΡΙΚΩΝ - ΑΓΡΟΤΙΚΗΣ ΑΝΑΠΤΥΞΗΣ KAI ΤΡΟΦΙΜΩΝ Αριθμ. 1227/273026;1/6.10.2020;2020;10;Τροποπο ίηση της υπ ’ αρ. 491/62337/27.3.2019 απόφασης των Υπουργών Οικονομίας και Ανάπτυξης, Εξωτερικών και Αγροτικής Ανάπτυξης και Τροφίμων “Συμπληρωματικά μέτρα για την εφαρμογή του υπ’ αρ. 1308/2013 κανονισμού (ΕΕ) του Ευρωπαϊκού Κοινοβουλίου και του Συμβουλίου (ΕΕ L 347 της 20.12.2013, σ. 671), του υπ’ αρ. 2016/1149 κατ’ εξουσιοδότηση κανονισμού (ΕΕ) της Επιτροπής (ΕΕ L 190 της 15.7.2016, σ. 1) κ αι του υπ ’ αρ. 2016/1150 εκτελεστικού κανονισμού (ΕΕ) της Επιτροπής (ΕΕ L 190 της 15.7.2016, σ. 23), σχετικά με το ειδικό μέτρο στήριξης της προώθησης οίνων σε τρίτες χώρες για την προγραμματική περίοδο 2019 -2023” (Β΄ 1549);(Β’ 4406);359;VIII;https://tinyurl.com/pandektis08
798;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΩΝ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ – ΥΓΕΙΑΣ - ΜΕΤΑΝΑΣΤΕΥΣΗΣ ΚΑΙ ΑΣΥΛΟΥ Αριθμ. Δ1α/ΓΠ.οικ. 63044;6/6.10.2020;2020;10;Λήψη μέτρων κατά της εμφάνισης και διασποράς κρουσμάτων του κορωνοϊού COVID -19 στη δομή φιλοξενίας πολιτών τρίτων χωρών Πολυκάστρου στη θέση “Νέα Καβάλα” του Δήμου Παιονίας της Περιφερειακής Ενότητας Κιλκίς της Περιφέρειας Κεντρικής Μακεδονίας, για το χρονικό διάστημα από 6.10.2020 έως και 19.10.2020;(Β’ 4407);362;VIII;https://tinyurl.com/pandektis08
799;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΩΝ ΟΙΚΟΝΟΜΙΚΩΝ - ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΕΠΕΝΔΥΣΕΩΝ - ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ - ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΩΝ ΥΠΟΘΕΣΕΩΝ - ΥΓΕΙΑΣ - ΠΟΛΙΤΙΣΜΟΥ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ - ΕΣΩΤΕΡΙΚΩΝ Αριθμ. Δ1α/Γ.Π.οικ. 63548;7/7.10.2020;2020;10;Επιβολή των μέτρων της προσωρινής αναστολής λειτουργίας ιδιωτικών επιχειρήσεων και άλλων χώρων συνάθροισης κοινού, της υποχρεωτικής χρήσης μάσκας, καθώς και ειδικότερων μέτρων στην Περιφερειακή Ενότητα Ιωαννίνων της Περιφέρειας Ηπείρου και στην Περιφερειακή Ενότητα Κοζάνης της Περιφέρειας Δυτικής Μακεδονίας, από 7.10.2020 και ώρα 22:00 έως και 12.10.2020, προς περιορισμό της διασποράς του κορωνοϊού COVID -19;(Β’ 4428);365;VIII;https://tinyurl.com/pandektis08
800;ΑΠΟΦΑΣΗ ΥΠΟΥΡΓΩΝ ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ - ΥΓΕΙΑΣ - ΜΕΤΑΝΑΣΤΕΥΣΗΣ ΚΑΙ ΑΣΥΛΟΥ Αριθμ. Δ1α/ΓΠ.οικ. 63545;7/7.10.2020;2020;10;Λήψη μέτρων κατά της εμφάνισης και διασποράς κρουσμάτων του κορωνοϊού COVID -19 στη δομή φιλοξενίας πολιτών τρίτων χωρών Δολιανών του Δήμου Πωγωνίου της Περιφερειακής Ενότητας Ιωαννίνων της Περιφέρειας Ηπείρου, για το χρονικό διάστημα από τις 7.10.2020 έως και τις 12.10.2020;(Β’ 4429);366;VIII;https://tinyurl.com/pandektis08
801;ΝΟΜΟΣ ΥΠ’ ΑΡΙΘΜ. 4734;8/8.10.2020;2020;10;Τροποποίηση του ν. 4557/2018 (Α’ 139) για την πρόληψη και καταστολή της νομιμοποίησης εσόδων από εγκληματικές δραστηριότητες και της χρηματοδότησης της τρομοκρατίας -Ενσωμάτωση στην ελληνική νομοθεσία της Οδηγίας (ΕΕ) 2018/843 (L 156) και του άρθρου 3 της Οδη γίας (ΕΕ) 2019/2177 (L 334) και λοιπές διατάξεις;(Α΄ 196);15;ΙΧ;https://tinyurl.com/pandektis09
