country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
GR,Greece,Decentralized Administration of the Aegean,,,,,ChIJ_cl3FUb9vBQRnAYUSIHP3a0,2021-12-30,-15,62,21,-4,-41,2
GR,Greece,Decentralized Administration of the Aegean,,,,,ChIJ_cl3FUb9vBQRnAYUSIHP3a0,2021-12-31,-16,56,29,-17,-44,4
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-01-01,-69,-75,18,-75,-76,23
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-01-02,-65,-62,18,-58,-48,14
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-01-03,-66,63,4,-48,-35,12
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-01-04,-59,4,-22,-52,-39,14
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-01-05,-45,28,37,-36,-37,10
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-01-06,-61,-67,42,-58,-69,20
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-01-07,-51,16,16,-40,-35,11
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-01-08,-55,8,9,-48,-34,14
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-01-09,-57,9,23,-46,-28,10
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-01-10,-64,-3,12,-48,-32,10
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-01-11,-54,4,-6,-44,-29,9
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-01-12,-55,5,-12,-44,-32,10
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-01-13,-54,3,6,-42,-31,8
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-01-14,-56,0,-3,-46,-33,7
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-01-15,-63,1,-25,-55,-36,10
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-01-16,-74,-11,-46,-68,-41,13
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-01-17,-74,-17,-32,-66,-42,12
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-01-18,-49,-13,-24,-53,-34,9
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-01-19,-48,-8,-18,-46,-35,9
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-01-20,-46,-3,-3,-46,-32,8
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-01-21,-46,-3,-2,-44,-31,8
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-01-22,-49,1,-6,-50,-32,10
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-01-23,-56,3,-17,-57,-28,9
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-01-24,-60,28,1,-59,-30,9
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-01-25,-44,-2,1,-46,-30,7
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-01-26,-51,-5,-29,-48,-33,9
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-01-27,-49,-2,-20,-47,-32,9
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-01-28,-44,1,-4,-42,-29,8
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-01-29,-44,8,-6,-46,-30,9
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-01-30,-51,9,-9,-50,-25,8
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-01-31,-65,-8,-7,-55,-33,9
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-02-01,-42,4,-5,-41,-26,5
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-02-02,-43,2,-3,-37,-28,5
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-02-03,-44,-3,7,-39,-28,5
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-02-04,-44,-1,6,-40,-28,4
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-02-05,-47,2,-2,-45,-30,6
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-02-06,-53,3,11,-51,-28,5
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-02-07,-66,-12,2,-57,-36,7
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-02-08,-49,-5,-18,-48,-30,5
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-02-09,-47,2,-10,-41,-31,5
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-02-10,-45,2,8,-38,-29,4
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-02-11,-47,7,-12,-42,-28,5
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-02-12,-48,19,-5,-46,-29,5
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-02-13,-64,12,-45,-59,-33,9
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-02-14,-76,-24,-38,-73,-49,14
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-02-15,-65,-24,-40,-67,-54,16
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-02-16,-61,-14,-38,-66,-48,15
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-02-17,-54,-1,-17,-54,-37,11
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-02-18,-49,6,-12,-45,-29,7
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-02-19,-50,10,-5,-50,-30,8
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-02-20,-54,13,2,-53,-28,7
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-02-21,-71,-13,-24,-61,-37,10
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-02-22,-45,5,2,-43,-27,4
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-02-23,-44,8,7,-39,-28,4
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-02-24,-42,9,19,-36,-28,4
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-02-25,-43,12,11,-36,-25,4
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-02-26,-44,20,9,-42,-27,5
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-02-27,-48,19,27,-43,-26,4
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-02-28,-70,-9,-23,-56,-38,8
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-03-01,-41,9,9,-39,-26,3
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-03-02,-45,10,-8,-38,-28,5
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-03-03,-38,17,45,-34,-27,2
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-03-04,-47,19,14,-41,-33,3
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-03-05,-50,8,7,-49,-35,6
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-03-06,-57,13,6,-51,-29,5
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-03-07,-69,-8,-17,-60,-38,9
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-03-08,-45,7,9,-44,-32,5
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-03-09,-50,7,-3,-43,-34,6
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-03-10,-51,10,6,-44,-33,7
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-03-11,-52,13,-8,-43,-32,8
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-03-12,-50,26,11,-45,-33,7
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-03-13,-53,34,24,-46,-27,4
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-03-14,-57,20,34,-57,-31,6
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-03-15,-60,-55,20,-59,-72,14
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-03-16,-53,9,-12,-39,-35,7
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-03-17,-50,12,6,-40,-33,7
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-03-18,-49,11,4,-40,-32,7
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-03-19,-52,14,1,-48,-34,9
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-03-20,-68,12,-43,-58,-32,11
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-03-21,-74,-17,-40,-62,-39,12
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-03-22,-50,13,-4,-45,-32,7
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-03-23,-56,13,-34,-49,-35,9
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-03-24,-44,45,7,-38,-33,6
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-03-25,-61,-64,17,-61,-70,18
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-03-26,-48,26,9,-47,-35,9
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-03-27,-49,24,36,-43,-25,5
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-03-28,-55,12,51,-41,-31,5
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-03-29,-43,14,27,-38,-31,5
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-03-30,-44,19,16,-38,-33,6
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-03-31,-45,20,12,-39,-33,7
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-04-01,-44,17,25,-39,-30,6
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-04-02,-44,23,29,-41,-31,7
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-04-03,-46,23,53,-40,-24,2
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-04-04,-51,23,64,-41,-30,3
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-04-05,-43,18,5,-41,-31,5
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-04-06,-41,18,12,-39,-31,5
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-04-07,-40,17,30,-39,-31,5
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-04-08,-47,17,-4,-42,-30,7
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-04-09,-42,26,11,-42,-31,7
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-04-10,-43,27,35,-36,-23,2
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-04-11,-49,22,59,-36,-32,2
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-04-12,-34,23,27,-31,-26,2
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-04-13,-36,25,17,-29,-27,3
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-04-14,-33,24,35,-27,-27,3
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-04-15,-32,26,31,-27,-24,3
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-04-16,-43,24,-2,-42,-27,6
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-04-17,-48,26,4,-42,-23,5
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-04-18,-52,22,36,-38,-30,4
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-04-19,-34,26,13,-32,-26,3
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-04-20,-30,27,26,-27,-25,3
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-04-21,-29,30,40,-25,-25,2
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-04-22,-29,29,34,-21,-23,2
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-04-23,-36,37,11,-28,-26,5
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-04-24,-52,30,-31,-38,-25,7
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-04-25,-40,137,33,-30,-15,4
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-04-26,-11,48,66,-19,-27,0
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-04-27,-11,53,59,-12,-28,0
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-04-28,-9,65,79,-8,-29,0
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-04-29,-4,79,89,-4,-32,0
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-04-30,-18,58,88,-34,-55,8
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-05-01,-29,59,61,-27,-30,1
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-05-02,-47,7,51,-58,-41,0
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-05-03,-4,-54,133,-35,-68,5
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-05-04,-8,-47,110,-22,-66,4
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-05-05,-1,57,65,-2,-28,-1
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-05-06,0,42,69,-16,-25,0
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-05-07,-10,37,53,-22,-27,1
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-05-08,-16,26,50,-18,-13,-1
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-05-09,-21,62,38,-12,-15,0
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-05-10,-10,40,36,-20,-18,-2
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-05-11,-10,38,33,-16,-18,-1
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-05-12,-9,40,46,-15,-18,-2
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-05-13,-8,43,45,-14,-15,-2
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-05-14,-7,44,48,-12,-18,-2
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-05-15,-16,21,49,0,-21,0
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-05-16,-1,59,94,18,-15,-4
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-05-17,-3,40,56,-1,-16,-4
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-05-18,-3,37,51,-6,-16,-3
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-05-19,-3,39,68,-7,-16,-3
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-05-20,-1,45,59,-1,-12,-3
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-05-21,-2,41,56,-1,-16,-2
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-05-22,-3,32,88,5,-13,-4
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-05-23,-2,61,114,21,-14,-5
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-05-24,-3,40,64,-2,-15,-4
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-05-25,-2,40,60,-4,-14,-3
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-05-26,0,42,73,-3,-14,-3
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-05-27,5,46,76,4,-10,-4
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-05-28,4,50,80,5,-13,-4
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-05-29,6,43,119,15,-9,-6
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-05-30,-4,72,102,40,-12,-4
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-05-31,-1,51,51,1,-12,-3
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-06-01,0,49,50,0,-11,-3
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-06-02,5,47,80,3,-11,-4
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-06-03,7,49,79,9,-8,-4
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-06-04,4,48,80,9,-11,-4
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-06-05,6,40,121,22,-9,-6
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-06-06,2,77,138,37,-12,-7
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-06-07,2,50,71,7,-11,-4
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-06-08,1,46,59,0,-10,-3
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-06-09,2,45,71,4,-11,-3
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-06-10,10,48,86,-2,-9,-4
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-06-11,-1,45,71,7,-14,-2
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-06-12,-2,36,82,17,-8,-4
GR,Greece,Decentralized Administration of Thessaly and Central Greece,,,,,ChIJ5SpzMnSrWBMRs4OzBaOO1FE,2021-06-13,-4,68,116,32,-11,-5
