Α/Α,ΥΠΟΥΡΓΕΙΟ,ΑΠΟΦΑΣΕΙΣ/ΜΕΤΡΑ,ΔΙΑΤΑΞΕΙΣ,ΦΕΚ,ΠΡΟΘΕΣΜΙΑ ΕΩΣ:,LINK,ΣΧΟΛΙΑ - ΛΗΞΗ
11,ΠΑΙΔΕΙΑΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ -ΥΓΕΙΑΣ,"Αριθμ. Δ1α/Γ.Π.οικ. 15534
 Επιβολή του μέτρου προσωρινής απαγόρευσης λειτουργίας των πάσης φύσεως δομών του Πανεπιστημίου Κρήτης, που εδρεύουν στο Ρέθυμνο, για το χρονικό διάστημα από 5.3.2020 έως και 6.3.2020",Άρθρο πρώτο της από 25.2.2020 Πράξης Νομοθετικού Περιεχομένου «Κατεπείγοντα μέτρα αποφυγής και περιορισμού της διάδοσης κορωνοϊού» (Α΄ 42) και ιδίως η περίπτωση ζ’ της παραγράφου 2 και της παρ. 4 αυτού,Β708/5-3-20,06/03/2020,http://www.et.gr/idocs-nph/search/pdfViewerForm.html?args=5C7QrtC22wHUdWr4xouZundtvSoClrL878rJfcHF2_F5MXD0LzQTLf7MGgcO23N88knBzLCmTXKaO6fpVZ6Lx3UnKl3nP8NxdnJ5r9cmWyJWelDvWS_18kAEhATUkJb0x1LIdQ163nV9K--td6SIuQD68pSqXBxP1Q00mARNGvJBofECbrtUKif6Z_KPo9RN,Απορροφήθηκε από ΦΕΚ 783 Β΄ έως 24/3 (όλες οι εκπαιδευτικές δομές) κι έπειτα από ΦΕΚ 956 Β΄ έως 10/4 (όλες οι εκπαιδευτικές δομές και οι εκδρομές). Παρατάθηκε εκ νέου με ΦΕΚ 1293 Β'/10-4-20)
12,ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ - ΥΓΕΙΑΣ - ΠΟΛΙΤΙΣΜΟΥ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ - ΕΣΩΤΕΡΙΚΩΝ,"Αριθμ. Δ1α/Γ.Π.οικ. 15906
 Επιβολή του μέτρου προσωρινής απαγόρευσης λειτουργίας θεάτρων, κινηματογράφων, χώρων αθλητικών και καλλιτεχνικών εκδηλώσεων, αρχαιολογικών χώρων και μουσείων των Περιφερειακών Ενοτήτων Ηλείας, Αχαΐας και Ζακύνθου, για το χρονικό διάστημα από 7-3-2020 έως και 18-3-2020, μη συμπεριλαμβανομένης της τελετής αφής της ολυμπιακής φλόγας",Άρθρο πρώτο της από 25-2-2020 Πράξης Νομοθετικού Περιεχομένου «Κατεπείγοντα μέτρα αποφυγής και περιορισμού της διάδοσης κορωνοϊού» (Α΄ 42) και ιδίως η περίπτωση ζ΄ της παρ. 2 και της παρ. 4 αυτού,Β723/6-3-20,"18-3-2020, μη συμπεριλαμβανομένης της τελετής αφής της ολυμπιακής φλόγας στις 12-3-2020",http://www.et.gr/idocs-nph/search/pdfViewerForm.html?args=5C7QrtC22wHUdWr4xouZundtvSoClrL8JNt9c_pMrlJ5MXD0LzQTLf7MGgcO23N88knBzLCmTXKaO6fpVZ6Lx3UnKl3nP8NxdnJ5r9cmWyJWelDvWS_18kAEhATUkJb0x1LIdQ163nV9K--td6SIuT-TXGDaGm8KkqmuElo5eMt04mzmch7zFaUlOsefzbRc,Απορροφήθηκε από ΦΕΚ 855 Β΄ έως 27/3 (στο σύνολο της Επικράτειας) κι έπειτα από ΦΕΚ 1081 Β΄ έως 11/4 (αποτυπωμένα σε επιμέρους ΚΑΔ). Συμπληρώθηκε με ΦΕΚ 1167 Β΄/3-4-20. Παρατάθηκε εκ νέου με ΦΕΚ 1299 Β΄/10-4-20 έως 27/4.
13,ΠΑΙΔΕΙΑΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ - ΥΓΕΙΑΣ,"Αριθμ. Δ1α/ΓΠ.οικ.15910 
 Προσωρινή αναστολή όλων των οργανωμένων εκπαιδευτικών εκδρομών από και προς τις Περιφερειακές Ενότητες Αχαΐας, Ηλείας και Ζακύνθου, για το χρονικό διάστημα από 7-3-2020 έως και 20-3-2020",Άρθρο πρώτο της από 25-2-2020 Πράξης Νομοθετικού Περιεχομένου «Κατεπείγοντα μέτρα αποφυγής και περιορισμού της διάδοσης κορωνοϊού» (Α΄ 42) και ιδίως η περίπτωση στ΄ της παρ. 2 και της παρ. 4 αυτού,Β724/6-3-20,20/03/2020,http://www.et.gr/idocs-nph/search/pdfViewerForm.html?args=5C7QrtC22wHUdWr4xouZundtvSoClrL8JWOz77LTtGF5MXD0LzQTLf7MGgcO23N88knBzLCmTXKaO6fpVZ6Lx3UnKl3nP8NxdnJ5r9cmWyJWelDvWS_18kAEhATUkJb0x1LIdQ163nV9K--td6SIuYd2TlhH7IB8uyrw9OreQlkQyU7fjSJBrLQ3iOseqok7,Απορροφήθηκε από ΦΕΚ 956 Β΄ έως 10/4 (όλες οι εκπαιδευτικές δομές και οι εκδρομές). Παρατάθηκε εκ νέου με ΦΕΚ 1293 Β'/10-4-20)
14,ΠΑΙΔΕΙΑΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ - ΥΓΕΙΑΣ,"Αριθμ. Δ1α/Γ.Π.οικ.15911 
 Προσωρινή αναστολή όλων των οργανωμένων εκπαιδευτικών εκδρομών εκτός Ελλάδος",Άρθρο πρώτο της από 25-2-2020 Πράξης Νομοθετικού Περιεχομένου «Κατεπείγοντα μέτρα αποφυγής και περιορισμού της διάδοσης κορωνοϊού» (Α΄ 42) και ιδίως η περίπτωση στ΄ της παρ. 2 και της παρ. 4 αυτού,Β724/6-3-20,22/03/2020,http://www.et.gr/idocs-nph/search/pdfViewerForm.html?args=5C7QrtC22wHUdWr4xouZundtvSoClrL8JWOz77LTtGF5MXD0LzQTLf7MGgcO23N88knBzLCmTXKaO6fpVZ6Lx3UnKl3nP8NxdnJ5r9cmWyJWelDvWS_18kAEhATUkJb0x1LIdQ163nV9K--td6SIuYd2TlhH7IB8uyrw9OreQlkQyU7fjSJBrLQ3iOseqok7,Απορροφήθηκε από ΦΕΚ 956 Β΄ έως 10/4 (όλες οι εκπαιδευτικές δομές και οι εκδρομές). Παρατάθηκε εκ νέου με ΦΕΚ 1293 Β'/10-4-20)
15,ΠΑΙΔΕΙΑΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ - ΥΓΕΙΑΣ,"Αριθμ. Δ1α/ΓΠ.οικ. 15942
 Επιβολή του μέτρου προσωρινής απαγόρευσης λειτουργίας όλων των σχολικών μονάδων και πάσης φύσεως εκπαιδευτικών δομών, φορέων και ιδρυμάτων, δημοσίων και ιδιωτικών, κάθε τύπου και βαθμού, των Περιφερειακών Ενοτήτων Ηλείας, Αχαΐας και Ζακύνθου, για το χρονικό διάστημα από 9.3.2020 έως και 18.3.2020, εξαιρουμένων των φοιτητικών εστιών",Άρθρο πρώτο της από 25.2.2020 Πράξης Νομοθετικού Περιεχομένου «Κατεπείγοντα μέτρα αποφυγής και περιορισμού της διάδοσης κορωνοϊού» (Α' 42) και ιδίως η περίπτωση στ' της παραγράφου 2 και της παραγράφου 4 αυτού.,Β725/8-3-20,18/03/2020,http://www.et.gr/idocs-nph/search/pdfViewerForm.html?args=5C7QrtC22wHUdWr4xouZundtvSoClrL8KVB4XEcJ8b55MXD0LzQTLf7MGgcO23N88knBzLCmTXKaO6fpVZ6Lx3UnKl3nP8NxdnJ5r9cmWyJWelDvWS_18kAEhATUkJb0x1LIdQ163nV9K--td6SIucI1PruPFp-iPaiB1z_sHXsnNKQAJKiBDvs92218IdFL,Απορροφήθηκε από ΦΕΚ 783 Β΄ έως 24/3 (όλες οι εκπαιδευτικές δομές) κι έπειτα από ΦΕΚ 956 Β΄ έως 10/4 (όλες οι εκπαιδευτικές δομές και οι εκδρομές). Παρατάθηκε εκ νέου με ΦΕΚ 1293 Β'/10-4-20)
16,ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΕΠΕΝΔΥΣΕΩΝ - ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ - ΥΓΕΙΑΣ - ΠΟΛΙΤΙΣΜΟΥ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ - ΕΣΩΤΕΡΙΚΩΝ,"Αριθμ. Δ1α/ΓΠ.οικ. 15954
 Επιβολή των μέτρων προσωρινής απαγόρευσης της παρουσίας κοινού σε αθλητικές εκδηλώσεις, της λειτουργίας χώρων διενέργειας συνεδριακών εκδηλώσεων και της λειτουργίας των Κέντρων Ανοιχτής Προστασίας Ηλικιωμένων (Κ.Α.Π.Η.).",Άρθρο πρώτο της από 25.2.2020 Πράξης Νομοθετικού Περιεχομένου «Κατεπείγοντα μέτρα αποφυγής και περιορισμού της διάδοσης κορωνοϊού» (Α΄ 42) και ιδίως η περίπτωση ζ' της παραγράφου2 και της παραγράφου 4 αυτού,Β726/8-3-20,"αθλητικές εκδηλώσεις έως και 22.3.2020, συνεδριακές εκδηλώσεις και Κ.Α.Π.Η έως και 5.4.2020",http://www.et.gr/idocs-nph/search/pdfViewerForm.html?args=5C7QrtC22wHUdWr4xouZundtvSoClrL8thS5NILUvwJ5MXD0LzQTLf7MGgcO23N88knBzLCmTXKaO6fpVZ6Lx3UnKl3nP8NxdnJ5r9cmWyJWelDvWS_18kAEhATUkJb0x1LIdQ163nV9K--td6SIubFCJfwzcrruWURJTN--oGeLtLHi6FZSK2WkAZjbeGVI,Απορροφήθηκαν όλα από το ΦΕΚ 1081 Β΄ έως 11/4. Συμπληρώθηκε με ΦΕΚ 1167 Β΄/3-4-20. Παρατάθηκε εκ νέου με ΦΕΚ 1299 Β΄/10-4-20 έως 27/4.
17,ΠΑΙΔΕΙΑΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ - ΥΓΕΙΑΣ,"Αριθμ. Δ1α/ΓΠ.οικ. 15956
 Προσωρινή αναστολή όλων των οργανωμένων εκπαιδευτικών εκδρομών εντός της χώρας από 9.3.2020 έως και 22.3.2020",Άρθρο πρώτο της από 25.2.2020 Πράξης Νομοθετικού Περιεχομένου «Κατεπείγοντα μέτρα αποφυγής και περιορισμού της διάδοσης κορωνοϊού» (Α' 42) και ιδίως η περίπτωση στ' της παραγράφου 2 και της παραγράφου 4 αυτού,Β727/8-3-20,22/03/2020,http://www.et.gr/idocs-nph/search/pdfViewerForm.html?args=5C7QrtC22wHUdWr4xouZundtvSoClrL81tBIyTaSQGR5MXD0LzQTLf7MGgcO23N88knBzLCmTXKaO6fpVZ6Lx3UnKl3nP8NxdnJ5r9cmWyJWelDvWS_18kAEhATUkJb0x1LIdQ163nV9K--td6SIuTIbnW0aZqDjvnzSvSS-RlK-e9zt1XOtQ0Z0FMuArjxK,Απορροφήθηκε από ΦΕΚ 956 Β΄ έως 10/4 (όλες οι εκπαιδευτικές δομές και οι εκδρομές). Παρατάθηκε εκ νέου με ΦΕΚ 1293 Β'/10-4-20)
18,ΠΑΙΔΕΙΑΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ- ΥΓΕΙΑΣ,"Αριθμ. Δ1α/ΓΠ.οικ. 15958
 Επιβολή του μέτρου προσωρινής απαγόρευσης λειτουργίας επιμέρους σχολείων, για το χρονικό διάστημα από 9.3.2020 έως και 23.3.2020",Άρθρο πρώτο της από 25.2.2020 Πράξης Νομοθετικού Περιεχομένου «Κατεπείγοντα μέτρα αποφυγής και περιορισμού της διάδοσης κορωνοϊού» (Α΄ 42) και ιδίως η περίπτωση στ’ της παραγράφου 2 και της παραγράφου 4 αυτού,Β728/8-3-20,"9ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΔΑΦΝΗΣ, 1ο ΓΕΛ ΒΡΙΛΗΣΣΙΩΝ, 6ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΒΡΙΛΗΣΣΙΩΝ, 13ο ΓΕΛ ΠΕΡΙΣΤΕΡΙΟΥ, 2ο ΓΕΛ ΓΛΥΦΑΔΑΣ, 49ο ΓΕΛ ΑΘΗΝΩΝ, ΕΚΠΑΙΔΕΥΤΗΡΙΑ ΝΕΑ ΓΕΝΙΑ ΖΗΡΙΔΗ, AMERICAN COMMUNITY SCHOOLS, ΕΛΛΗΝΟΓΑΛΛΙΚΗ ΣΧΟΛΗ ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ ΕΥΓΕΝΙΟΣ ΝΤΕΛΑΚΡΟΥΑ, 2ο ΓΥΜΝΑΣΙΟ ΓΕΡΑΚΑ, 9ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΓΛΥΦΑΔΑΣ, 2ο ΓΥΜΝΑΣΙΟ ΓΛΥΦΑΔΑΣ, 5ο ΓΥΜΝΑΣΙΟ ΠΕΤΡΟΥΠΟΛΗΣ, 9ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΛΙΜΟΥ, ΓΕΛ ΘΡΑΚΟΜΑΚΕΔΟΝΩΝ, 1ο ΓΥΜΝΑΣΙΟ ΚΑΙΣΑΡΙΑΝΗΣ, 4ο ΓΕΛ ΓΑΛΑΤΣΙΟΥ, ΓΕΡΜΑΝΙΚΗ ΣΧΟΛΗ ΑΘΗΝΩΝ, 2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΕΙΡΑΙΑ, ΡΑΛΛΕΙΟ ΓΕΛ ΘΗΛΕΩΝ ΠΕΙΡΑΙΑ, ΡΑΛΛΕΙΟ ΓΥΜΝΑΣΙΟ ΘΗΛΕΩΝ ΠΕΙΡΑΙΑ, 6ο ΓΥΜΝΑΣΙΟ ΓΑΛΑΤΣΙΟΥ, 1ο ΓΕΛ ΓΑΛΑΤΣΙΟΥ, 2o ΓΕΛ ΓΑΛΑΤΣΙΟΥ, 2o ΓΥΜΝΑΣΙΟ ΓΑΛΑΤΣΙΟΥ, 1ο ΕΠΑΛ ΓΑΛΑΤΣΙΟΥ, 3ο ΓΕΛ ΓΑΛΑΤΣΙΟΥ, 40ο ΓΥΜΝΑΣΙΟ ΑΘΗΝΩΝ, 22ο ΓΕΛ ΑΘΗΝΩΝ, 20ο ΓΕΛ ΑΘΗΝΩΝ, 5ο ΓΥΜΝΑΣΙΟ ΓΑΛΑΤΣΙΟΥ, ΚΑΛΛΙΤΕΧΝΙΚΟ ΛΥΚΕΙΟ ΑΘΗΝΩΝ, 2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΔΙΟΝΥΣΟΥ, ΔΗΜΟΤΙΚΟ ΚΑΙ ΝΗΠΙΑΓΩΓΕΙΟ ΙΣΡΑΗΛΙΤΙΚΗΣ ΚΟΙΝΟΤΗΤΑΣ ΑΘΗΝΩΝ και ΓΕΛ ΙΣΤΙΑΙΑΣ, για το χρονικό διάστημα από 9.3.2020 έως και 23.3.2020",http://www.et.gr/idocs-nph/search/pdfViewerForm.html?args=5C7QrtC22wHUdWr4xouZundtvSoClrL8gQefFRsOxFV5MXD0LzQTLf7MGgcO23N88knBzLCmTXKaO6fpVZ6Lx3UnKl3nP8NxdnJ5r9cmWyJWelDvWS_18kAEhATUkJb0x1LIdQ163nV9K--td6SIuc87unlK3Wfdedp8u8YCi4Sa9xYl-5qYj2OZNpy25kok,Απορροφήθηκε από ΦΕΚ 783 Β΄ έως 24/3 (όλες οι εκπαιδευτικές δομές) κι έπειτα από ΦΕΚ 956 Β΄ έως 10/4 (όλες οι εκπαιδευτικές δομές και οι εκδρομές). Παρατάθηκε εκ νέου με ΦΕΚ 1293 Β'/10-4-20)
19,ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ - ΥΓΕΙΑΣ- ΠΟΛΙΤΙΣΜΟΥ ΚΑΙ ΑΘΛΗΤΙΣΜΟY - ΕΣΩΤΕΡΙΚΩΝ,"Αριθμ. Δ1α/ΓΠ.οικ. 16395 
 Επιβολή του μέτρου προσωρινής απαγόρευσης λειτουργίας χώρων καλλιτεχνικών εκδηλώσεων, για το χρονικό διάστημα από 10.3.2020 έως και 24.3.2020 (ανοικτών και κλειστών, σε όλη την επικράτεια με συμμετοχή κοινού άνω των χιλίων (1000) ατόμων)",Άρθρο πρώτο της από 25.2.2020 Πράξης Νομοθετικού Περιεχομένου «Κατεπείγοντα μέτρα αποφυγής και περιορισμού της διάδοσης κορωνοϊού» (Α’ 42) και ιδίως η περίπτωση ζ’ της παραγράφου 2 και της παραγράφου 4 αυτού,Β731/9-3-20,24/03/2020,http://www.et.gr/idocs-nph/search/pdfViewerForm.html?args=5C7QrtC22wHUdWr4xouZundtvSoClrL8cT-ItrbmRlx5MXD0LzQTLf7MGgcO23N88knBzLCmTXKaO6fpVZ6Lx3UnKl3nP8NxdnJ5r9cmWyJWelDvWS_18kAEhATUkJb0x1LIdQ163nV9K--td6SIuc9H-Fq4Hsj4EFUQ0rzpb0kMMqyw2VoeLrNVXa-dDGoB,"Απορροφήθηκε από ΦΕΚ 833 Β΄ έως 27/3, έπειτα από ΦΕΚ 915 Β΄ έως 31/3 κι έπειτα από ΦΕΚ Β΄ 1081 έως 11/4. Συμπληρώθηκε με ΦΕΚ 1167 Β΄/3-4-20. Παρατάθηκε εκ νέου με ΦΕΚ 1299 Β΄/10-4-20 έως 27/4."
20,ΠΑΙΔΕΙΑΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ - ΥΓΕΙΑΣ,"Αριθμ. Δ1α/ΓΠ.οικ. 16397 
 Επιβολή του μέτρου προσωρινής απαγόρευσης των πάσης φύσεως εκπαιδευτικών λειτουργιών με φυσική παρουσία των Ανώτατων Εκπαιδευτικών Ιδρυμάτων των Περιφερειακών Ενοτήτων Ηλείας, Αχαΐας και Ζακύνθου για το χρονικό διάστημα από 9.3.2020 έως και 18.3.2020",Άρθρο πρώτο της από 25.2.2020 Πράξης Νομοθετικού Περιεχομένου «Κατεπείγοντα μέτρα αποφυγής και περιορισμού της διάδοσης κορωνοϊού» (Α’ 42) και ιδίως η περίπτωση στ’ της παραγράφου 2 και της παρ. 4 αυτού,Β731/9-3-20,18/03/2020,http://www.et.gr/idocs-nph/search/pdfViewerForm.html?args=5C7QrtC22wHUdWr4xouZundtvSoClrL8cT-ItrbmRlx5MXD0LzQTLf7MGgcO23N88knBzLCmTXKaO6fpVZ6Lx3UnKl3nP8NxdnJ5r9cmWyJWelDvWS_18kAEhATUkJb0x1LIdQ163nV9K--td6SIuc9H-Fq4Hsj4EFUQ0rzpb0kMMqyw2VoeLrNVXa-dDGoB,Απορροφήθηκε από ΦΕΚ 783 Β΄ έως 24/3 (όλες οι εκπαιδευτικές δομές) κι έπειτα από ΦΕΚ 956 Β΄ έως 10/4 (όλες οι εκπαιδευτικές δομές και οι εκδρομές). Παρατάθηκε εκ νέου με ΦΕΚ 1293 Β'/10-4-20)
21,ΠΑΙΔΕΙΑΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ - ΥΓΕΙΑΣ,"Αριθμ. Δ1α/ΓΠ.οικ. 16398 (3)
 Επιβολή του μέτρου προσωρινής απαγόρευσης λειτουργίας επιμέρους σχολείων, για το χρονικό διάστημα από 10.3.2020 έως και 24.3.2020",Άρθρο πρώτο της από 25.2.2020 Πράξης Νομοθετικού Περιεχομένου «Κατεπείγοντα μέτρα αποφυγής και περιορισμού της διάδοσης κορωνοϊού» (Α’ 42) και ιδίως η περίπτωση στ’ της παραγράφου 2 και της παραγράφου 4 αυτού,Β731/9-3-20,24/03/2020,http://www.et.gr/idocs-nph/search/pdfViewerForm.html?args=5C7QrtC22wHUdWr4xouZundtvSoClrL8cT-ItrbmRlx5MXD0LzQTLf7MGgcO23N88knBzLCmTXKaO6fpVZ6Lx3UnKl3nP8NxdnJ5r9cmWyJWelDvWS_18kAEhATUkJb0x1LIdQ163nV9K--td6SIuc9H-Fq4Hsj4EFUQ0rzpb0kMMqyw2VoeLrNVXa-dDGoB,Απορροφήθηκε από ΦΕΚ 783 Β΄ έως 24/3 (όλες οι εκπαιδευτικές δομές) κι έπειτα από ΦΕΚ 956 Β΄ έως 10/4 (όλες οι εκπαιδευτικές δομές και οι εκδρομές). Παρατάθηκε εκ νέου με ΦΕΚ 1293 Β'/10-4-20)
22,ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ - ΥΓΕΙΑΣ - ΠΟΛΙΤΙΣΜΟΥ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ - ΕΣΩΤΕΡΙΚΩΝ,"Αριθμ. Δ1α/ΓΠ.οικ. 16837
 Επιβολή του μέτρου προσωρινής απαγόρευσης λειτουργίας χώρων αθλητικών εκδηλώσεων και άλλων αθλητικών εγκαταστάσεων με παρουσία άνω των εξήντα (60) ατόμων στον αγωνιστικό χώρο διεξαγωγής του αθλήματος",Άρθρο πρώτο της από 25.2.2020 Πράξης Νομοθετικού Περιεχομένου «Κατεπείγοντα μέτρα αποφυγής και περιορισμού της διάδοσης κορωνοϊού» (Α΄ 42) και ιδίως η περίπτωση ζ΄ της παραγράφου 2 και της παραγράφου 4 αυτού.,Β782/10-3-20,24/03/2020,http://www.et.gr/idocs-nph/search/pdfViewerForm.html?args=5C7QrtC22wHUdWr4xouZundtvSoClrL8AN0W5rd_JBt5MXD0LzQTLf7MGgcO23N88knBzLCmTXKaO6fpVZ6Lx3UnKl3nP8NxdnJ5r9cmWyJWelDvWS_18kAEhATUkJb0x1LIdQ163nV9K--td6SIuRhi0x_DNoUqsmh571ktRyqgPJhu7o1EmhrfgazMusFR,Απορροφήθηκαν όλα από το ΦΕΚ 1081 Β΄ έως 11/4. Συμπληρώθηκε με ΦΕΚ 1167 Β΄/3-4-20. Παρατάθηκε εκ νέου με ΦΕΚ 1299 Β΄/10-4-20 έως 27/4.
23,ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΕΠΕΝΔΥΣΕΩΝ - ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ - ΠΑΙΔΕΙΑΣ ΚΑΙ ΘΡΗΣΚΕΥΜΑΤΩΝ - ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΩΝ ΥΠΟΘΕΣΕΩΝ - ΥΓΕΙΑΣ - ΠΟΛΙΤΙΣΜΟΥ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ - ΕΣΩΤΕΡΙΚΩΝ,"Αριθμ. Δ1α/ΓΠ.οικ. 16838
 Επιβολή του μέτρου της προσωρινής απαγόρευσης λειτουργίας των βρεφονηπιακών και παιδικών σταθμών, νηπιαγωγείων, σχολικών μονάδων, ανωτάτων εκπαιδευτικών ιδρυμάτων, κέντρων ξένων γλωσσών, φροντιστηρίων και πάσης φύσεως εκπαιδευτικών δομών, φορέων και ιδρυμάτων, δημοσίων και ιδιωτικών, κάθε τύπου και βαθμού της χώρας για το χρονικό διάστημα από 11.3.2020 έως και 24.3.2020",Άρθρο πρώτο της από 25.2.2020 Πράξης Νομοθετικού Περιεχομένου «Κατεπείγοντα μέτρα αποφυγής και περιορισμού της διάδοσης κορωνοϊού» (Α’ 42) και ιδίως οι περιπτώσεις στ’ και ζ’ της παραγράφου 2 και της παραγράφου 4 αυτού,Β783/10-3-20,24/03/2020,http://www.et.gr/idocs-nph/search/pdfViewerForm.html?args=5C7QrtC22wHUdWr4xouZundtvSoClrL8_G6wRn-mUW15MXD0LzQTLf7MGgcO23N88knBzLCmTXKaO6fpVZ6Lx3UnKl3nP8NxdnJ5r9cmWyJWelDvWS_18kAEhATUkJb0x1LIdQ163nV9K--td6SIuWcIEhjJ0aOU0pOqQMFXfocDFGf9IBR5Tl_lYxTZIKsV,Απορροφήθηκε από ΦΕΚ 956 Β΄ έως 10/4 (όλες οι εκπαιδευτικές δομές και οι εκδρομές). Παρατάθηκε εκ νέου με ΦΕΚ 1293 Β'/10-4-20)
24,ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΕΠΕΝΔΥΣΕΩΝ - ΠΡΟΣΤΑΣΙΑΣ ΤΟΥ ΠΟΛΙΤΗ - ΕΡΓΑΣΙΑΣ ΚΑΙ ΚΟΙΝΩΝΙΚΩΝ ΥΠΟΘΕΣΕΩΝ - ΥΓΕΙΑΣ - ΠΟΛΙΤΙΣΜΟΥ ΚΑΙ ΑΘΛΗΤΙΣΜΟΥ - ΕΣΩΤΕΡΙΚΩΝ,"Αριθμ. Δ1α/ΓΠ.οικ. 17733 
 Επιβολή του μέτρου της προσωρινής απαγόρευσης λειτουργίας θεάτρων, κινηματογράφων, χώρων καλλιτεχνικών εκδηλώσεων, κέντρων διασκέδασης, παιδότοπων, δημόσιων και ιδιωτικών γυμναστηρίων, ιδιωτικών σχολών εκμάθησης αθλημάτων, κολυμβητηρίων κλειστών και ανοικτών στο σύνολο της Επικράτειας, για το χρονικό διάστημα από 13.3.2020 έως και 27.3.2020",Άρθρο πρώτο της από 25.2.2020 Πράξης Νομοθετικού Περιεχομένου «Κατεπείγοντα μέτρα αποφυγής και περιορισμού της διάδοσης κορωνοϊού» (Α΄ 42) και ιδίως η περίπτωση ζ’ της παραγράφου 2 και της παραγράφου 4 αυτού,Β833/12-3-20,27/03/2020,http://www.et.gr/idocs-nph/search/pdfViewerForm.html?args=5C7QrtC22wHUdWr4xouZundtvSoClrL8YrW-WVx3lo55MXD0LzQTLf7MGgcO23N88knBzLCmTXKaO6fpVZ6Lx3UnKl3nP8NxdnJ5r9cmWyJWelDvWS_18kAEhATUkJb0x1LIdQ163nV9K--td6SIuWcV_07VNZSajSbdUcKn38BYvDneplw9AREGhj7DRXf1,Απορροφήθηκε μερικώς βάσει ΚΑΔ - πλέον - από το ΦΕΚ 915 Β΄ έως 31/3 κι έπειτα από ΦΕΚ Β΄ 1081 έως 11/4. Συμπληρώθηκε με ΦΕΚ 1167 Β΄/3-4-20. Παρατάθηκε εκ νέου με ΦΕΚ 1299 Β΄/10-4-20 έως 27/4.
25,EΘΝΙΚΗΣ ΑΜΥΝΑΣ - ΥΓΕΙΑΣ - ΔΙΚΑΙΟΣΥΝΗΣ,"Αριθμ. Δ1α/ΓΠ.οικ. 17734 
 Επιβολή του μέτρου της προσωρινής αναστολής λειτουργίας όλων των Δικαστηρίων και Εισαγγελιών στο σύνολο της Επικράτειας και της Εθνικής Σχολής Δικαστικών Λειτουργών, για το χρονικό διάστημα από 13.3.2020 έως και 27.3.2020",Άρθρα 5 και 11 της από 11.3.2020 Πράξης Νομοθετικού Περιεχομένου «Κατεπείγοντα μέτρα αντιμετώπισης των αρνητικών συνεπειών της εμφάνισης του κορωνοϊού COVID-19 και της ανάγκης περιορισμού της διάδοσής του» (Α΄ 55),Β833/12-3-20,27/03/2020,http://www.et.gr/idocs-nph/search/pdfViewerForm.html?args=5C7QrtC22wHUdWr4xouZundtvSoClrL8YrW-WVx3lo55MXD0LzQTLf7MGgcO23N88knBzLCmTXKaO6fpVZ6Lx3UnKl3nP8NxdnJ5r9cmWyJWelDvWS_18kAEhATUkJb0x1LIdQ163nV9K--td6SIuWcV_07VNZSajSbdUcKn38BYvDneplw9AREGhj7DRXf1,Καταργήθηκε με νεότερο ΦΕΚ 864 Β΄/15-3-20 έως 27/3 κι έπειτα παρατάθηκε με το ΦΕΚ 1074 Β΄ έως 10/4. Παρατάθηκε εκ νέου με ΦΕΚ 1301 Β΄/11-4-20 έως 27/4
