area,areaid,dailydose1,dailydose2,daydiff,daytotal,referencedate,totaldistinctpersons,totaldose1,totaldose2,totalvaccinations
ΒΟΙΩΤΙΑΣ,801,366,19,-11,385,2021-03-05T00:00:00,7614,7614,2610,10224
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,3955,757,437,4712,2021-03-05T00:00:00,101112,101112,42440,143552
ΓΡΕΒΕΝΩΝ,301,90,30,6,120,2021-03-05T00:00:00,2208,2208,1135,3343
ΔΡΑΜΑΣ,101,199,45,-21,244,2021-03-05T00:00:00,5350,5350,3040,8390
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,382,9,31,391,2021-03-05T00:00:00,6089,6089,2920,9009
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,1148,364,106,1512,2021-03-05T00:00:00,25111,25111,16327,41438
ΕΒΡΟΥ,102,394,62,4,456,2021-03-05T00:00:00,9919,9919,5067,14986
ΕΥΒΟΙΑΣ,802,576,23,49,599,2021-03-05T00:00:00,11303,11303,5644,16947
ΕΥΡΥΤΑΝΙΑΣ,803,37,7,1,44,2021-03-05T00:00:00,1231,1231,650,1881
ΖΑΚΥΝΘΟΥ,601,60,5,-19,65,2021-03-05T00:00:00,1876,1876,1281,3157
ΗΛΕΙΑΣ,703,297,22,8,319,2021-03-05T00:00:00,6695,6695,3608,10303
ΗΜΑΘΙΑΣ,201,255,77,-39,332,2021-03-05T00:00:00,7705,7705,4029,11734
ΗΡΑΚΛΕΙΟΥ,1301,642,22,-5,664,2021-03-05T00:00:00,16871,16871,9025,25896
ΘΑΣΟΥ,103,1,10,11,11,2021-03-05T00:00:00,441,441,427,868
ΘΕΣΠΡΩΤΙΑΣ,402,219,7,-6,226,2021-03-05T00:00:00,3749,3749,2135,5884
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,3046,672,-140,3718,2021-03-05T00:00:00,80700,80701,39622,120323
ΘΗΡΑΣ,1202,32,16,0,48,2021-03-05T00:00:00,570,570,347,917
ΙΘΑΚΗΣ,602,26,46,24,72,2021-03-05T00:00:00,436,436,49,485
ΙΚΑΡΙΑΣ,1101,39,5,0,44,2021-03-05T00:00:00,1218,1218,668,1886
ΙΩΑΝΝΙΝΩΝ,403,411,39,-12,450,2021-03-05T00:00:00,12464,12464,7451,19915
ΚΑΒΑΛΑΣ,104,230,63,-22,293,2021-03-05T00:00:00,6682,6682,4048,10730
ΚΑΛΥΜΝΟΥ,1203,96,9,87,105,2021-03-05T00:00:00,1205,1205,681,1886
ΚΑΡΔΙΤΣΑΣ,501,377,24,22,401,2021-03-05T00:00:00,8873,8873,3824,12697
ΚΑΡΠΑΘΟΥ,1204,25,5,6,30,2021-03-05T00:00:00,392,392,251,643
ΚΑΣΤΟΡΙΑΣ,302,191,19,6,210,2021-03-05T00:00:00,3631,3631,1937,5568
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,2,10,6,12,2021-03-05T00:00:00,46,46,16,62
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,3852,1274,401,5126,2021-03-05T00:00:00,96455,96455,58493,154948
ΚΕΡΚΥΡΑΣ,603,270,40,-13,310,2021-03-05T00:00:00,5225,5225,3057,8282
ΚΕΦΑΛΛΗΝΙΑΣ,604,162,5,27,167,2021-03-05T00:00:00,3026,3026,1620,4646
ΚΙΛΚΙΣ,203,295,60,-87,355,2021-03-05T00:00:00,5357,5357,2897,8254
ΚΟΖΑΝΗΣ,303,312,111,-24,423,2021-03-05T00:00:00,8163,8163,4205,12368
ΚΟΡΙΝΘΙΑΣ,1003,314,35,13,349,2021-03-05T00:00:00,6550,6550,2838,9388
ΚΩ,1206,150,4,-5,154,2021-03-05T00:00:00,2427,2427,919,3346
ΛΑΚΩΝΙΑΣ,1004,241,7,11,248,2021-03-05T00:00:00,5890,5890,2770,8660
ΛΑΡΙΣΑΣ,502,513,113,92,626,2021-03-05T00:00:00,14846,14846,7315,22161
ΛΑΣΙΘΙΟΥ,1302,266,20,10,286,2021-03-05T00:00:00,6276,6276,3901,10177
ΛΕΣΒΟΥ,1102,185,3,35,188,2021-03-05T00:00:00,4004,4004,2551,6555
ΛΕΥΚΑΔΑΣ,605,90,7,-8,97,2021-03-05T00:00:00,2684,2684,1361,4045
ΛΗΜΝΟΥ,1103,36,6,-6,42,2021-03-05T00:00:00,998,998,753,1751
ΜΑΓΝΗΣΙΑΣ,503,370,107,28,477,2021-03-05T00:00:00,8824,8824,4268,13092
ΜΕΣΣΗΝΙΑΣ,1005,293,52,29,345,2021-03-05T00:00:00,8565,8565,4830,13395
ΜΗΛΟΥ,1207,34,2,-6,36,2021-03-05T00:00:00,359,359,226,585
ΜΥΚΟΝΟΥ,1208,6,0,6,6,2021-03-05T00:00:00,176,176,143,319
ΝΑΞΟΥ,1209,33,3,-12,36,2021-03-05T00:00:00,651,651,427,1078
ΝΗΣΩΝ,906,121,14,15,135,2021-03-05T00:00:00,2508,2508,1660,4168
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,782,249,100,1031,2021-03-05T00:00:00,16986,16986,7617,24603
ΞΑΝΘΗΣ,105,180,14,-37,194,2021-03-05T00:00:00,4428,4428,2289,6717
ΠΑΡΟΥ,1210,4,2,6,6,2021-03-05T00:00:00,308,308,292,600
ΠΕΙΡΑΙΩΣ,908,1267,160,70,1427,2021-03-05T00:00:00,26576,26576,14217,40793
ΠΕΛΛΑΣ,204,339,120,-3,459,2021-03-05T00:00:00,8637,8637,4956,13593
ΠΙΕΡΙΑΣ,205,193,82,-12,275,2021-03-05T00:00:00,5581,5581,3660,9241
ΠΡΕΒΕΖΑΣ,404,173,5,5,178,2021-03-05T00:00:00,3584,3584,1095,4679
ΡΕΘΥΜΝΟΥ,1303,267,10,-15,277,2021-03-05T00:00:00,5394,5394,2375,7769
ΡΟΔΟΠΗΣ,106,144,65,3,209,2021-03-05T00:00:00,4033,4033,1966,5999
ΡΟΔΟΥ,1211,195,79,28,274,2021-03-05T00:00:00,4974,4974,2456,7430
ΣΑΜΟΥ,1104,71,4,2,75,2021-03-05T00:00:00,1767,1767,875,2642
ΣΕΡΡΩΝ,206,309,85,5,394,2021-03-05T00:00:00,8603,8603,3148,11751
ΣΠΟΡΑΔΩΝ,504,0,0,-18,0,2021-03-05T00:00:00,351,351,237,588
ΣΥΡΟΥ,1212,34,2,-12,36,2021-03-05T00:00:00,1076,1076,851,1927
ΤΗΝΟΥ,1213,0,0,0,0,2021-03-05T00:00:00,314,314,279,593
ΤΡΙΚΑΛΩΝ,505,305,68,6,373,2021-03-05T00:00:00,8705,8705,4270,12975
ΦΘΙΩΤΙΔΑΣ,804,290,73,45,363,2021-03-05T00:00:00,6968,6968,3326,10294
ΦΛΩΡΙΝΑΣ,304,180,7,-22,187,2021-03-05T00:00:00,3316,3316,1632,4948
ΦΩΚΙΔΑΣ,805,67,1,-5,68,2021-03-05T00:00:00,2080,2080,961,3041
ΧΑΛΚΙΔΙΚΗΣ,207,344,32,-12,376,2021-03-05T00:00:00,6185,6185,2336,8521
ΧΑΝΙΩΝ,1304,470,51,10,521,2021-03-05T00:00:00,10964,10964,6600,17564
ΧΙΟΥ,1105,171,183,28,354,2021-03-05T00:00:00,3467,3467,1676,5143
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,332,113,-8,445,2021-03-06T00:00:00,9107,9107,3779,12886
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,847,121,-33,968,2021-03-06T00:00:00,17976,17976,9168,27144
ΑΝΔΡΟΥ,1201,0,0,0,0,2021-03-06T00:00:00,297,297,261,558
ΑΡΓΟΛΙΔΑΣ,1001,214,40,16,254,2021-03-06T00:00:00,5699,5699,2839,8538
ΑΡΚΑΔΙΑΣ,1002,209,14,5,223,2021-03-06T00:00:00,5646,5646,2746,8392
ΑΡΤΑΣ,401,149,10,4,159,2021-03-06T00:00:00,4559,4559,2919,7478
ΑΧΑΪΑΣ,702,672,39,129,711,2021-03-06T00:00:00,16243,16243,9472,25715
ΒΟΙΩΤΙΑΣ,801,355,33,3,388,2021-03-06T00:00:00,7969,7969,2643,10612
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,3483,546,-683,4029,2021-03-06T00:00:00,104595,104595,42986,147581
ΓΡΕΒΕΝΩΝ,301,112,12,4,124,2021-03-06T00:00:00,2320,2320,1147,3467
ΔΡΑΜΑΣ,101,217,42,15,259,2021-03-06T00:00:00,5567,5567,3082,8649
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,359,10,-22,369,2021-03-06T00:00:00,6448,6448,2930,9378
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,1064,300,-148,1364,2021-03-06T00:00:00,26175,26175,16627,42802
ΕΒΡΟΥ,102,434,61,39,495,2021-03-06T00:00:00,10353,10353,5128,15481
ΕΥΒΟΙΑΣ,802,483,20,-96,503,2021-03-06T00:00:00,11786,11786,5664,17450
ΕΥΡΥΤΑΝΙΑΣ,803,55,2,13,57,2021-03-06T00:00:00,1286,1286,652,1938
ΖΑΚΥΝΘΟΥ,601,81,3,19,84,2021-03-06T00:00:00,1957,1957,1284,3241
ΗΛΕΙΑΣ,703,315,21,17,336,2021-03-06T00:00:00,7010,7010,3629,10639
ΗΜΑΘΙΑΣ,201,283,76,27,359,2021-03-06T00:00:00,7988,7988,4105,12093
ΗΡΑΚΛΕΙΟΥ,1301,627,37,0,664,2021-03-06T00:00:00,17498,17498,9062,26560
ΘΑΣΟΥ,103,0,0,-11,0,2021-03-06T00:00:00,441,441,427,868
ΘΕΣΠΡΩΤΙΑΣ,402,223,4,1,227,2021-03-06T00:00:00,3972,3972,2139,6111
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,2933,632,-153,3565,2021-03-06T00:00:00,83633,83634,40254,123888
ΘΗΡΑΣ,1202,23,7,-18,30,2021-03-06T00:00:00,593,593,354,947
ΙΘΑΚΗΣ,602,28,26,-18,54,2021-03-06T00:00:00,464,464,75,539
ΙΚΑΡΙΑΣ,1101,45,1,2,46,2021-03-06T00:00:00,1263,1263,669,1932
ΙΩΑΝΝΙΝΩΝ,403,425,51,26,476,2021-03-06T00:00:00,12889,12889,7502,20391
ΚΑΒΑΛΑΣ,104,234,65,6,299,2021-03-06T00:00:00,6916,6916,4113,11029
ΚΑΛΥΜΝΟΥ,1203,70,2,-33,72,2021-03-06T00:00:00,1275,1275,683,1958
ΚΑΡΔΙΤΣΑΣ,501,381,18,-2,399,2021-03-06T00:00:00,9254,9254,3842,13096
ΚΑΡΠΑΘΟΥ,1204,12,0,-18,12,2021-03-06T00:00:00,404,404,251,655
ΚΑΣΤΟΡΙΑΣ,302,182,25,-3,207,2021-03-06T00:00:00,3813,3813,1962,5775
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,0,0,-12,0,2021-03-06T00:00:00,46,46,16,62
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,3273,1124,-729,4397,2021-03-06T00:00:00,99728,99728,59617,159345
ΚΕΡΚΥΡΑΣ,603,282,52,24,334,2021-03-06T00:00:00,5507,5507,3109,8616
ΚΕΦΑΛΛΗΝΙΑΣ,604,142,1,-24,143,2021-03-06T00:00:00,3168,3168,1621,4789
ΚΙΛΚΙΣ,203,285,33,-37,318,2021-03-06T00:00:00,5642,5642,2930,8572
ΚΟΖΑΝΗΣ,303,362,62,1,424,2021-03-06T00:00:00,8525,8525,4267,12792
ΚΟΡΙΝΘΙΑΣ,1003,309,41,1,350,2021-03-06T00:00:00,6859,6859,2879,9738
ΚΩ,1206,102,1,-51,103,2021-03-06T00:00:00,2529,2529,920,3449
ΛΑΚΩΝΙΑΣ,1004,239,19,10,258,2021-03-06T00:00:00,6129,6129,2789,8918
ΛΑΡΙΣΑΣ,502,424,126,-76,550,2021-03-06T00:00:00,15270,15270,7441,22711
ΛΑΣΙΘΙΟΥ,1302,305,20,39,325,2021-03-06T00:00:00,6581,6581,3921,10502
ΛΕΣΒΟΥ,1102,192,6,10,198,2021-03-06T00:00:00,4196,4196,2557,6753
ΛΕΥΚΑΔΑΣ,605,103,2,8,105,2021-03-06T00:00:00,2787,2787,1363,4150
ΛΗΜΝΟΥ,1103,46,8,12,54,2021-03-06T00:00:00,1044,1044,761,1805
ΜΑΓΝΗΣΙΑΣ,503,381,108,12,489,2021-03-06T00:00:00,9205,9205,4376,13581
ΜΕΣΣΗΝΙΑΣ,1005,289,49,-7,338,2021-03-06T00:00:00,8854,8854,4879,13733
ΜΗΛΟΥ,1207,0,0,-36,0,2021-03-06T00:00:00,359,359,226,585
ΜΥΚΟΝΟΥ,1208,0,0,-6,0,2021-03-06T00:00:00,176,176,143,319
ΝΑΞΟΥ,1209,40,2,6,42,2021-03-06T00:00:00,691,691,429,1120
ΝΗΣΩΝ,906,165,6,36,171,2021-03-06T00:00:00,2673,2673,1666,4339
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,704,197,-130,901,2021-03-06T00:00:00,17690,17690,7814,25504
ΞΑΝΘΗΣ,105,199,16,21,215,2021-03-06T00:00:00,4627,4627,2305,6932
ΠΑΡΟΥ,1210,2,4,0,6,2021-03-06T00:00:00,310,310,296,606
ΠΕΙΡΑΙΩΣ,908,1219,110,-98,1329,2021-03-06T00:00:00,27795,27795,14327,42122
ΠΕΛΛΑΣ,204,358,93,-8,451,2021-03-06T00:00:00,8995,8995,5049,14044
ΠΙΕΡΙΑΣ,205,211,59,-5,270,2021-03-06T00:00:00,5792,5792,3719,9511
ΠΡΕΒΕΖΑΣ,404,173,6,1,179,2021-03-06T00:00:00,3757,3757,1101,4858
ΡΕΘΥΜΝΟΥ,1303,295,15,33,310,2021-03-06T00:00:00,5689,5689,2390,8079
ΡΟΔΟΠΗΣ,106,139,67,-3,206,2021-03-06T00:00:00,4172,4172,2033,6205
ΡΟΔΟΥ,1211,236,32,-6,268,2021-03-06T00:00:00,5210,5210,2488,7698
ΣΑΜΟΥ,1104,71,5,1,76,2021-03-06T00:00:00,1838,1838,880,2718
ΣΕΡΡΩΝ,206,323,81,10,404,2021-03-06T00:00:00,8926,8926,3229,12155
ΣΠΟΡΑΔΩΝ,504,2,4,6,6,2021-03-06T00:00:00,353,353,241,594
ΣΥΡΟΥ,1212,45,3,12,48,2021-03-06T00:00:00,1121,1121,854,1975
ΤΗΝΟΥ,1213,0,0,0,0,2021-03-06T00:00:00,314,314,279,593
ΤΡΙΚΑΛΩΝ,505,328,63,18,391,2021-03-06T00:00:00,9033,9033,4333,13366
ΦΘΙΩΤΙΔΑΣ,804,289,72,-2,361,2021-03-06T00:00:00,7257,7257,3398,10655
ΦΛΩΡΙΝΑΣ,304,166,11,-10,177,2021-03-06T00:00:00,3482,3482,1643,5125
ΦΩΚΙΔΑΣ,805,52,4,-12,56,2021-03-06T00:00:00,2132,2132,965,3097
ΧΑΛΚΙΔΙΚΗΣ,207,324,25,-27,349,2021-03-06T00:00:00,6509,6509,2361,8870
ΧΑΝΙΩΝ,1304,477,46,2,523,2021-03-06T00:00:00,11441,11441,6646,18087
ΧΙΟΥ,1105,113,29,-212,142,2021-03-06T00:00:00,3580,3580,1705,5285
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,280,136,-29,416,2021-03-08T00:00:00,9387,9387,3915,13302
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,842,112,-14,954,2021-03-08T00:00:00,18818,18818,9280,28098
ΑΝΔΡΟΥ,1201,0,0,0,0,2021-03-08T00:00:00,297,297,261,558
ΑΡΓΟΛΙΔΑΣ,1001,235,37,18,272,2021-03-08T00:00:00,5934,5934,2876,8810
ΑΡΚΑΔΙΑΣ,1002,253,16,46,269,2021-03-08T00:00:00,5899,5899,2762,8661
ΑΡΤΑΣ,401,133,36,10,169,2021-03-08T00:00:00,4692,4692,2955,7647
ΑΧΑΪΑΣ,702,629,127,45,756,2021-03-08T00:00:00,16872,16872,9599,26471
ΒΟΙΩΤΙΑΣ,801,394,22,28,416,2021-03-08T00:00:00,8363,8363,2665,11028
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,3378,856,205,4234,2021-03-08T00:00:00,107973,107973,43842,151815
ΓΡΕΒΕΝΩΝ,301,102,10,-12,112,2021-03-08T00:00:00,2422,2422,1157,3579
ΔΡΑΜΑΣ,101,241,35,17,276,2021-03-08T00:00:00,5808,5808,3117,8925
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,409,16,56,425,2021-03-08T00:00:00,6857,6857,2946,9803
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,1206,211,53,1417,2021-03-08T00:00:00,27381,27381,16838,44219
ΕΒΡΟΥ,102,441,64,10,505,2021-03-08T00:00:00,10794,10794,5192,15986
ΕΥΒΟΙΑΣ,802,614,37,148,651,2021-03-08T00:00:00,12400,12400,5701,18101
ΕΥΡΥΤΑΝΙΑΣ,803,64,5,12,69,2021-03-08T00:00:00,1350,1350,657,2007
ΖΑΚΥΝΘΟΥ,601,91,4,11,95,2021-03-08T00:00:00,2048,2048,1288,3336
ΗΛΕΙΑΣ,703,375,21,60,396,2021-03-08T00:00:00,7385,7385,3650,11035
ΗΜΑΘΙΑΣ,201,267,98,6,365,2021-03-08T00:00:00,8255,8255,4203,12458
ΗΡΑΚΛΕΙΟΥ,1301,603,155,94,758,2021-03-08T00:00:00,18101,18101,9217,27318
ΘΑΣΟΥ,103,0,0,0,0,2021-03-08T00:00:00,441,441,427,868
ΘΕΣΠΡΩΤΙΑΣ,402,231,8,12,239,2021-03-08T00:00:00,4203,4203,2147,6350
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,2592,753,-220,3345,2021-03-08T00:00:00,86225,86226,41007,127233
ΘΗΡΑΣ,1202,52,14,36,66,2021-03-08T00:00:00,645,645,368,1013
ΙΘΑΚΗΣ,602,39,3,-12,42,2021-03-08T00:00:00,503,503,78,581
ΙΚΑΡΙΑΣ,1101,47,0,1,47,2021-03-08T00:00:00,1310,1310,669,1979
ΙΩΑΝΝΙΝΩΝ,403,397,140,61,537,2021-03-08T00:00:00,13286,13286,7642,20928
ΚΑΒΑΛΑΣ,104,245,77,23,322,2021-03-08T00:00:00,7161,7161,4190,11351
ΚΑΛΥΜΝΟΥ,1203,75,7,10,82,2021-03-08T00:00:00,1350,1350,690,2040
ΚΑΡΔΙΤΣΑΣ,501,347,77,25,424,2021-03-08T00:00:00,9601,9601,3919,13520
ΚΑΡΠΑΘΟΥ,1204,18,0,6,18,2021-03-08T00:00:00,422,422,251,673
ΚΑΣΤΟΡΙΑΣ,302,193,9,-5,202,2021-03-08T00:00:00,4006,4006,1971,5977
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,0,16,16,16,2021-03-08T00:00:00,46,46,32,78
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,3355,1179,137,4534,2021-03-08T00:00:00,103083,103083,60796,163879
ΚΕΡΚΥΡΑΣ,603,280,50,-4,330,2021-03-08T00:00:00,5787,5787,3159,8946
ΚΕΦΑΛΛΗΝΙΑΣ,604,329,7,193,336,2021-03-08T00:00:00,3497,3497,1628,5125
ΚΙΛΚΙΣ,203,338,25,45,363,2021-03-08T00:00:00,5980,5980,2955,8935
ΚΟΖΑΝΗΣ,303,298,128,2,426,2021-03-08T00:00:00,8823,8823,4395,13218
ΚΟΡΙΝΘΙΑΣ,1003,281,68,-1,349,2021-03-08T00:00:00,7140,7140,2947,10087
ΚΩ,1206,101,4,2,105,2021-03-08T00:00:00,2630,2630,924,3554
ΛΑΚΩΝΙΑΣ,1004,276,22,40,298,2021-03-08T00:00:00,6405,6405,2811,9216
ΛΑΡΙΣΑΣ,502,413,199,62,612,2021-03-08T00:00:00,15683,15683,7640,23323
ΛΑΣΙΘΙΟΥ,1302,365,23,63,388,2021-03-08T00:00:00,6946,6946,3944,10890
ΛΕΣΒΟΥ,1102,197,4,3,201,2021-03-08T00:00:00,4393,4393,2561,6954
ΛΕΥΚΑΔΑΣ,605,96,7,-2,103,2021-03-08T00:00:00,2883,2883,1370,4253
ΛΗΜΝΟΥ,1103,51,3,0,54,2021-03-08T00:00:00,1095,1095,764,1859
ΜΑΓΝΗΣΙΑΣ,503,446,85,42,531,2021-03-08T00:00:00,9651,9651,4461,14112
ΜΕΣΣΗΝΙΑΣ,1005,332,32,26,364,2021-03-08T00:00:00,9186,9186,4911,14097
ΜΗΛΟΥ,1207,54,0,54,54,2021-03-08T00:00:00,413,413,226,639
ΜΥΚΟΝΟΥ,1208,0,0,0,0,2021-03-08T00:00:00,176,176,143,319
ΝΑΞΟΥ,1209,57,3,18,60,2021-03-08T00:00:00,748,748,432,1180
ΝΗΣΩΝ,906,156,5,-10,161,2021-03-08T00:00:00,2829,2829,1671,4500
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,823,185,107,1008,2021-03-08T00:00:00,18513,18513,7999,26512
ΞΑΝΘΗΣ,105,214,20,19,234,2021-03-08T00:00:00,4841,4841,2325,7166
ΠΑΡΟΥ,1210,0,0,-6,0,2021-03-08T00:00:00,310,310,296,606
ΠΕΙΡΑΙΩΣ,908,1227,154,52,1381,2021-03-08T00:00:00,29022,29022,14481,43503
ΠΕΛΛΑΣ,204,352,110,11,462,2021-03-08T00:00:00,9347,9347,5159,14506
ΠΙΕΡΙΑΣ,205,184,103,17,287,2021-03-08T00:00:00,5976,5976,3822,9798
ΠΡΕΒΕΖΑΣ,404,182,10,13,192,2021-03-08T00:00:00,3939,3939,1111,5050
ΡΕΘΥΜΝΟΥ,1303,324,18,32,342,2021-03-08T00:00:00,6013,6013,2408,8421
ΡΟΔΟΠΗΣ,106,159,55,8,214,2021-03-08T00:00:00,4331,4331,2088,6419
ΡΟΔΟΥ,1211,194,38,-36,232,2021-03-08T00:00:00,5404,5404,2526,7930
ΣΑΜΟΥ,1104,88,6,18,94,2021-03-08T00:00:00,1926,1926,886,2812
ΣΕΡΡΩΝ,206,347,78,21,425,2021-03-08T00:00:00,9273,9273,3307,12580
ΣΠΟΡΑΔΩΝ,504,0,6,0,6,2021-03-08T00:00:00,353,353,247,600
ΣΥΡΟΥ,1212,47,1,0,48,2021-03-08T00:00:00,1168,1168,855,2023
ΤΗΝΟΥ,1213,0,0,0,0,2021-03-08T00:00:00,314,314,279,593
ΤΡΙΚΑΛΩΝ,505,251,140,0,391,2021-03-08T00:00:00,9284,9284,4473,13757
ΦΘΙΩΤΙΔΑΣ,804,324,72,35,396,2021-03-08T00:00:00,7581,7581,3470,11051
ΦΛΩΡΙΝΑΣ,304,201,12,36,213,2021-03-08T00:00:00,3683,3683,1655,5338
ΦΩΚΙΔΑΣ,805,77,5,26,82,2021-03-08T00:00:00,2209,2209,970,3179
ΧΑΛΚΙΔΙΚΗΣ,207,373,18,42,391,2021-03-08T00:00:00,6882,6882,2379,9261
ΧΑΝΙΩΝ,1304,546,55,78,601,2021-03-08T00:00:00,11987,11987,6701,18688
ΧΙΟΥ,1105,117,31,6,148,2021-03-08T00:00:00,3697,3697,1736,5433
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,360,81,25,441,2021-03-09T00:00:00,9747,9747,3996,13743
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,878,146,70,1024,2021-03-09T00:00:00,19696,19696,9426,29122
ΑΝΔΡΟΥ,1201,0,0,0,0,2021-03-09T00:00:00,297,297,261,558
ΑΡΓΟΛΙΔΑΣ,1001,209,35,-28,244,2021-03-09T00:00:00,6143,6143,2911,9054
ΑΡΚΑΔΙΑΣ,1002,206,17,-46,223,2021-03-09T00:00:00,6105,6105,2779,8884
ΑΡΤΑΣ,401,122,44,-3,166,2021-03-09T00:00:00,4814,4814,2999,7813
ΑΧΑΪΑΣ,702,588,121,-47,709,2021-03-09T00:00:00,17460,17460,9720,27180
ΒΟΙΩΤΙΑΣ,801,372,9,-35,381,2021-03-09T00:00:00,8735,8735,2674,11409
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,3470,642,-122,4112,2021-03-09T00:00:00,111443,111443,44484,155927
ΓΡΕΒΕΝΩΝ,301,97,10,-5,107,2021-03-09T00:00:00,2519,2519,1167,3686
ΔΡΑΜΑΣ,101,204,31,-41,235,2021-03-09T00:00:00,6012,6012,3148,9160
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,350,20,-55,370,2021-03-09T00:00:00,7207,7207,2966,10173
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,1218,224,25,1442,2021-03-09T00:00:00,28599,28599,17062,45661
ΕΒΡΟΥ,102,374,73,-58,447,2021-03-09T00:00:00,11168,11168,5265,16433
ΕΥΒΟΙΑΣ,802,623,58,30,681,2021-03-09T00:00:00,13023,13023,5759,18782
ΕΥΡΥΤΑΝΙΑΣ,803,50,4,-15,54,2021-03-09T00:00:00,1400,1400,661,2061
ΖΑΚΥΝΘΟΥ,601,91,10,6,101,2021-03-09T00:00:00,2139,2139,1298,3437
ΗΛΕΙΑΣ,703,338,13,-45,351,2021-03-09T00:00:00,7723,7723,3663,11386
ΗΜΑΘΙΑΣ,201,251,113,-1,364,2021-03-09T00:00:00,8506,8506,4316,12822
ΗΡΑΚΛΕΙΟΥ,1301,564,142,-52,706,2021-03-09T00:00:00,18665,18665,9359,28024
ΘΑΣΟΥ,103,0,0,0,0,2021-03-09T00:00:00,441,441,427,868
ΘΕΣΠΡΩΤΙΑΣ,402,229,3,-7,232,2021-03-09T00:00:00,4432,4432,2150,6582
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,2398,771,-176,3169,2021-03-09T00:00:00,88623,88624,41778,130402
ΘΗΡΑΣ,1202,65,1,0,66,2021-03-09T00:00:00,710,710,369,1079
ΙΘΑΚΗΣ,602,48,0,6,48,2021-03-09T00:00:00,551,551,78,629
ΙΚΑΡΙΑΣ,1101,39,0,-8,39,2021-03-09T00:00:00,1349,1349,669,2018
ΙΩΑΝΝΙΝΩΝ,403,328,162,-47,490,2021-03-09T00:00:00,13613,13614,7804,21418
ΚΑΒΑΛΑΣ,104,226,63,-33,289,2021-03-09T00:00:00,7387,7387,4253,11640
ΚΑΛΥΜΝΟΥ,1203,59,7,-16,66,2021-03-09T00:00:00,1409,1409,697,2106
ΚΑΡΔΙΤΣΑΣ,501,297,91,-36,388,2021-03-09T00:00:00,9898,9898,4010,13908
ΚΑΡΠΑΘΟΥ,1204,32,4,18,36,2021-03-09T00:00:00,454,454,255,709
ΚΑΣΤΟΡΙΑΣ,302,180,24,2,204,2021-03-09T00:00:00,4186,4186,1995,6181
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,14,6,4,20,2021-03-09T00:00:00,60,60,38,98
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,3538,893,-103,4431,2021-03-09T00:00:00,106621,106621,61689,168310
ΚΕΡΚΥΡΑΣ,603,275,72,17,347,2021-03-09T00:00:00,6062,6062,3231,9293
ΚΕΦΑΛΛΗΝΙΑΣ,604,168,0,-168,168,2021-03-09T00:00:00,3665,3665,1628,5293
ΚΙΛΚΙΣ,203,281,11,-71,292,2021-03-09T00:00:00,6261,6261,2966,9227
ΚΟΖΑΝΗΣ,303,313,116,3,429,2021-03-09T00:00:00,9136,9136,4511,13647
